headline,guardian_keywords,esg_category
Labour calls for second round of support for struggling firms ,['job losses'],social
Fears for City jobs as downturn in trading hits UBS and Deutsche Bank,['job losses'],social
Power and prejudice: why white people turn a blind eye to racism ,['race'],social
Boris Johnson adviser quits over race and eugenics controversy ,['race'],social
At last men are joining our conversation about toxic masculinity | Rhiannon Lucy Cosslett ,['gender'],social
"'We need a call to action': Stacey Cunningham, the NYSE's first female president ",['gender'],social
Covid-19 slashes UK car output to level last seen in 1954,['job losses'],social
Aretha Franklin’s voice ripped and caressed ... and liberated black girls like me | Candace Allen ,['race'],social
"A secret romance: the director who is confronting Nazis, race and bigotry ",['race'],social
"Turkish marriage law a blow to women's rights, say activists ",['human rights'],social
Zora Neale Hurston study of last survivor of US slave trade to be published ,['race'],social
"Neo-Nazis, white nationalists, and internet trolls: who's who in the far right ",['race'],social
How to get a job ,['work & careers'],social
Jobs fear as Axminster Carpets faces collapse,['job losses'],social
'I see things differently': James Damore on his autism and the Google memo ,['gender'],social
Teenager Moise Kean looking to take responsibility at Everton ,['race'],social
"Working people need fairer share of economic gains, says TUC head ",['work & careers'],social
Rude work colleague? They’re probably sleep-deprived | Paul Kelley ,['work & careers'],social
"Refugees in Greece suffering after EU deal with Turkey, say NGOs ",['human rights'],social
Guatemalan soldiers face civil war sexual slavery charges in historic trial ,"['human rights', 'gender']",social
How can the UK overcome a national skills shortage? Think local ,['work & careers'],social
A-level and #GCSE results: career options for #schoolleavers – join our live chat 1-2.30pm today #alevelresults ,['work & careers'],social
Sexists are scared of Mad Max because it is a call to dismantle patriarchies | Jessica Valenti ,['gender'],social
"Racists in Paris present depressing image of Chelsea, football and Britain | David Conn ",['race'],social
Almost 900 construction workers sacked over oil refinery strike,['job losses'],social
David Miranda in fresh challenge over Heathrow detention ,['human rights'],social
"Hey, Love Island, jump into the 21st century – the same-sex action is lovely ",['lgbt rights'],social
A Trump campaign chair in Ohio says there was 'no racism' before Obama ,['race'],social
'It was making me ill': experiences of sexual harassment at work ,['work & careers'],social
The arguments against the Human Rights Act are coming. They will be false | Keir Starmer ,['human rights'],social
A helping hand with childcare: options to make your child and wallet happy ,['work & careers'],social
MPs attack Kraft as irresponsible and cynical over Cadbury takeover,['job losses'],social
"Is it ever OK to ghost your job – to leave work one day and never go back?
 ",['work & careers'],social
"Britain’s political modernisers have been crushed, and their replacements have no vision | John Harris ",['work & careers'],social
"St Louis's top prosecutor sues city, citing law used to fight the KKK ",['race'],social
"Sell my flat, meet my ex? I get by with a little emailing from my friends | Keren Levy ",['work & careers'],social
All Day Long: a Portrait of Britain at Work review – is our labour really working? ,['work & careers'],social
'We only shoot black people': Georgia officer faces investigation for comment ,['race'],social
Anti-racism charities condemn online abuse of Wright and Agbonlahor ,['race'],social
Amazon supplier in China ‘will tackle illegal work practices’ ,['human rights'],social
Andrew Miller obituary ,['employment law'],social
We won’t tackle racism until anti-racist voices are given a fair hearing | Miriam Walker-Khan ,['race'],social
Guilt over household chores is 'harming working women's health' ,['gender'],social
How you can tackle discrimination at work | Guardian Careers | The Guardian ,"['work & careers', 'discrimination at work']",social
Johnson’s cabinet may be diverse but it doesn’t reflect modern Britain | Kenan Malik ,['race'],social
New York mother dies after raising alarm on hospital neglect ,['race'],social
The Guardian view on China and the Uighurs: everyone’s business ,['human rights'],social
Italy's Matteo Salvini says 'little ethnic shops' should close by 9pm ,['race'],social
"Islamic State has killed at least 30 people for sodomy, UN told ",['lgbt rights'],social
Worried a robot will replace you? Treat AI as an opportunity ,['work & careers'],social
Northern Ireland’s politics is fixated on the past – but young people want change | Kylie Noble ,['lgbt rights'],social
Anti-gay marriage video by US pressure group CatholicVote plays victim card  ,['lgbt rights'],social
'If black shoot them': former Kentucky acting police chief instructed a recruit ,['race'],social
"After Weinstein, our trauma has turned to rage. Let's use it | Steph Harmon ",['gender'],social
Israel: 'Some NGOs are seen as the enemy from the inside' ,['human rights'],social
Lynching memorial leaves some quietly seething: 'Let sleeping dogs lie' ,['race'],social
"Childcare crisis risks pushing women out of workforce, says TUC ","['work & careers', 'gender', 'gender pay gap']",social
"Racism literally ages black Americans faster, according to our 25-year study | Sierra Carter ",['race'],social
Andrew Lloyd Webber warns of diversity crisis in British theatre ,['race'],social
UK company to introduce 'period policy' for female staff ,['work & careers'],social
Ocean's 8 stars blame dominance of male critics for film's mixed reviews ,['gender'],social
'Tone deaf' ads use slave ship images to promote UK sea-going sector ,['race'],social
"Neo-Nazi logo linked to map of murders, says German MP ",['race'],social
Watchdog asks DWP for 'objective and impartial' sanctions statements ,['work & careers'],social
Women set up rival in reaction to male-dominated northern powerhouse event ,['gender'],social
Has the right learned to love higher wages? Don’t fall for it | Polly Toynbee ,['work & careers'],social
HSBC cuts threaten thousands of jobs,['job losses'],social
A Starbucks arrest shows how black Americans are robbed of their power | Rochaun Meadows-Fernandez ,['race'],social
Pope Francis's first Africa visit: what should be on his agenda? ,['lgbt rights'],social
"A Waco week, as Corbynistas do politics in the paranoid style | Marina Hyde ",['race'],social
New-builds suited to working from home | Letters ,['work & careers'],social
Do feminists need newsletters? ,['gender'],social
Russell Norman: ‘It’s 20 years since I was a chef. I still wake up in a cold sweat’ ,['work & careers'],social
'I couldn’t crack up': Nauru opposition MP recounts his dramatic escape to New Zealand ,['human rights'],social
Ta-Nehisi Coates's Black Panther is a hopeful first step for diversity at Marvel ,['race'],social
Men accused of killing British tourists in Thailand refused access to Met report ,['human rights'],social
Disabled women see #MeToo and think: what about us? | Anne Wafula Strike ,['gender'],social
Tories are now kowtowing on Windrush. It doesn’t fool us | Hugh Muir ,['race'],social
Think Boris Johnson is toxic to voters? Don’t be so sure | Gaby Hinsliff ,['gender'],social
Airbnb: how US civil rights laws allow racial discrimination on the site ,['race'],social
Extending the UK furlough alone isn't enough to save UK plc in 2021,['job losses'],social
America still hasn’t built racial justice in the years post-Selma | Steven W Thrasher ,['race'],social
How different would North Korea have been under Kim Jong-nam? ,['human rights'],social
'Gayropa': challenges and hopes of Europe's LGBT+ refugees – in pictures ,['lgbt rights'],social
"Heckles, jabs, coded insults: Florida's battle for governor exposes bitter racial divide ",['race'],social
Olaseni Lewis died in part from 'disproportionate use of force' ,['race'],social
Woman who defied 300 neo-Nazis at Swedish rally speaks of anger  ,['race'],social
Diversity fan zone blocked from opening in St Petersburg ,['lgbt rights'],social
"Republicans more likely to view Muslim Americans negatively, study finds ",['race'],social
Fox to make same-sex marriage movie based on landmark ruling ,['lgbt rights'],social
Oscars host Chris Rock overcomes nerves to tackle diversity row – and makes it funny ,['race'],social
A divided Britain is not new. So why do today’s schisms seem intractable? | Kenan Malik ,['race'],social
St Kevin's college apologises over students' sexist chant on Melbourne tram ,['gender'],social
Texas officer in pool party incident was sued over alleged racial profiling in 2007 ,['race'],social
"Pat Cleveland: the model who partied with Warhol, lived with Lagerfeld – and took on Vogue ",['race'],social
Businesses are floundering while Whitehall dithers on immigration | Adam Marshall ,['work & careers'],social
Former Speaker Michael Martin calls for Labour conference on antisemitism ,['race'],social
My colleague books every Friday off. How can I make holiday fairer for me? ,['work & careers'],social
UK employees: are you furloughed and concerned about losing your job? ,['work & careers'],social
UK ‘unique in its light-touch approach’ to gender pay gap ,['gender pay gap'],social
Up to a third of National Trust's historic homes have slave trade links ,['race'],social
Assange demands UK and Sweden lift arrest threat so he can leave Ecuadorian embassy ,['human rights'],social
Alexandra Burke and the trouble with reality TV and race ,['race'],social
A letter to my 15-year-old self | Jessica Valenti ,['gender'],social
Enemy of nationalists: George Soros and his liberal campaigns ,['race'],social
Scotland is now a place where you can be glad to be gay | Val McDermid ,['lgbt rights'],social
New crowdsourced recruitment tool aims to get more women into tech ,['work & careers'],social
Tennis player Grigor Dimitrov: ‘Alcohol? I’ve never tried it’ ,['work & careers'],social
"A nine-hour shift in high heels: 'I'm so hungry, but can’t face walking to Pret' ","['gender', 'work & careers']",social
BlacKkKlansman trailer: first look at Spike Lee's fact-based race drama ,['race'],social
Northern Ireland to lift ban on gay men donating blood ,['lgbt rights'],social
Mexican journalist wounded in mystery shooting by masked man ,['human rights'],social
Azerbaijan releases human rights activist Leyla Yunus ,['human rights'],social
"The women’s wave is coming. Republicans should be worried | Linda Sarsour, Winnie Wong and Tamika Mallory ",['gender'],social
The Newark race riots 50 years on: 'The police put terror on that block' ,['race'],social
‘The lowest of the stack’: why black women are struggling with mental health ,['race'],social
China 'eliminating civil society' by targeting human rights activists – report ,['human rights'],social
LGBT Twitter users tease far-right group by taking over Proud Boys hashtag ,['lgbt rights'],social
"Waterstones says it can't pay living wage, as 1,000 authors support staff appeal ",['work & careers'],social
The three-letter word missing from the Zika warnings – men ,['gender'],social
"Bombardier raises hopes Airbus deal could save 1,000 jobs in Belfast ",['job losses'],social
Heineken removes ad after Chance the Rapper calls it 'terribly racist' ,['race'],social
This week’s growth figures may show we picked a bad year to vote for Brexit ,['employment law'],social
Why freedom of movement is causing divisions – across Europe | Ines Wagner ,['work & careers'],social
Minister criticises chair of women in business review over pay gap comments ,['work & careers'],social
Rise of the racist robots – how AI is learning all our worst impulses  ,"['race', 'discrimination at work', 'work & careers']",social
"Halle Berry: ‘If an Oscar winner tells you they can pick out hits, they’re lying!’  via @guardiang2",['race'],social
Don’t tell women to shut up about childbirth. Sharing stories saves lives | Suzanne Moore ,['gender'],social
Livestream: South Carolina officials hold news conference on police shooting – video ,['race'],social
School cleaners who striked over pay sacked days before Christmas ,['work & careers'],social
FT journalists threaten to strike over gender pay gap ,['gender'],social
Why Testosterone Rex is extinct | Cordelia Fine ,['gender'],social
Utah school under fire for agreeing to Black History Month opt-out ,['race'],social
How burnout became a sinister and insidious epidemic ,['work & careers'],social
Social mobility tsar calls for an end to unpaid internships and hits at ‘elitist’ UK ,['work & careers'],social
Tottenham Ladies player says opponent made monkey noises at her ,['race'],social
BFI criticised for naming trans activist Munroe Bergdorf as speaker at women's summit ,['gender'],social
Little Men director Ira Sachs: 'I have a Marxist perspective' ,['lgbt rights'],social
EU commissioner Oettinger apologises for China insults ,['race'],social
Swim England in deep water for 'swimsuits to flatter women' advice ,['gender'],social
Vatican's justice leader highlights importance of 'investing in women' ,['gender'],social
Louisville officer could face firing over Breonna Taylor raid ,['race'],social
Grenfell Tower tenants will not be subject to benefit sanctions ,['work & careers'],social
"The forgotten unemployed: 300,000 jobless Britons not claiming benefits ",['work & careers'],social
"'Wear your crown, because change is coming': Virginia joins states banning hair discrimination ",['race'],social
Boris Johnson urged to apologise for attending 'racist' campaign launch ,['race'],social
TikTok's local moderation guidelines ban pro-LGBT content ,['lgbt rights'],social
BBC chief described presenting Points of View as 'easy money' ,['gender'],social
"Liu Xiaobo, Nobel laureate and Chinese political prisoner, dies aged 61 ",['human rights'],social
Deliveroo workers strike again over new pay structure ,['work & careers'],social
All schools should encourage respect and LGBT acceptance | Letters ,['lgbt rights'],social
Cooper urges Corbyn to crack down on sexist trolling within Labour ,['gender'],social
Tanzanian journalist could face up to five years in jail without trial ,['human rights'],social
'Lass War' protest at Northern Powerhouse event with no female speakers ,['gender'],social
May could face revolt over customs union amid EU withdrawal bill defeats ,['human rights'],social
We avoid the word terrorism when the victims are black – not just when the killer is white | Jamiles Lartey ,['race'],social
Kwame Kwei-Armah named new artistic director of Young Vic ,['race'],social
"Everest double glazing rescue deal saves 1,000 UK jobs ",['job losses'],social
Raab is wrong about taking the knee ,['race'],social
Senate passes torture ban despite Republican opposition ,['human rights'],social
Sri Lanka plans fresh inquiry into human rights abuses during civil war ,['human rights'],social
South Carolina's Friendship Nine lunch counter convictions overturned ,['race'],social
Northern Territory juvenile detention: calls for royal commission over shocking footage ,['human rights'],social
The Guardian view on the Dutch elections: another populist threat | Editorial ,['race'],social
"Black lives shattered: outrage as boy, 14, is Brazil police's latest victim ",['race'],social
Backstop Land by Glenn Patterson review – the 'unreal' Brexit era ,['lgbt rights'],social
Unemployment forecast to rise further,['job losses'],social
Why have France's labour reforms proved so contentious? ,"['employment law', 'work & careers']",social
Want help solving a work-related problem? Tell us about it ,['work & careers'],social
Is western media an unwitting ally of North Korea's propaganda? ,['human rights'],social
'White governments gave us guns and turned a blind eye': Kyle Abraham on his Boyz N the Hood dance ,['race'],social
Careers advice to reach for the stars | Brief letters ,['work & careers'],social
"Lewes bonfire 'blacking up' not racist, says Zulu dance troop leader ",['race'],social
Mass shootings show why we must stop pandering to white male fragility | Laurie Penny ,['gender'],social
'America told us to get over it': black Vietnam veterans hail Spike Lee film that finally tells their story ,['race'],social
Federal judge to rule on Alabama same-sex marriage standoff ,['lgbt rights'],social
Disabled people are confronting the spectre of social death | Jane Campbell ,"['human rights', 'employment law']",social
Russell Tovey says sorry for effeminate actor comments ,['lgbt rights'],social
‘I will be cut off’: Chinese Americans feel targeted by Trump's WeChat order ,['race'],social
Kanye West is spreading the gospel of white evangelicals | Malaika Jabali ,['race'],social
"Roll over, rock’n’roll – rap music is here to stay | James Braxton Peterson ",['race'],social
Civil rights inquiry opened in connection with civil right activist's death at Charlottesville rally ,['race'],social
The unlikely new frontier of feminism – marijuana | Rhiannon Lucy Cosslett ,['gender'],social
Ebola survivors sue government of Sierra Leone over missing millions ,['human rights'],social
US deports Salvadoran former general tied to 1980s civil war killings ,['human rights'],social
Science lesson: you can't tell what someone does by how they look | Jessica Valenti ,['gender'],social
Cleveland police make 71 arrests as protests over acquittal 'cross the line' ,['race'],social
Cameron refuses to rule out leaving European convention on human rights ,['human rights'],social
Thousands of Asda jobs at risk in online shopping push,['job losses'],social
Raif Badawi wins Sakharov human rights prize ,['human rights'],social
Rock-horror: how Buffy the Vampire Slayer's music continues to draw blood ,['gender'],social
"Don't 'celebrate' gay people, just accept us, says teacher at centre of schools row ","['lgbt rights', 'gender']",social
Angélique Kidjo honoured with Amnesty International top human rights award ,['human rights'],social
This is a vital study of racial bias. Now will Britain take heed? | Afua Hirsch ,['race'],social
UK jobless claims soar by nearly 70% in April amid coronavirus crisis ,['job losses'],social
Jobseeker's allowance rules suspended for Grenfell Tower tenants ,['work & careers'],social
Juventus’ Blaise Matuidi on racist fans: ‘Weak people try to intimidate with hate’  via @guardian_sport,['race'],social
London gay nightclub XXL faces closure to make way for flats ,['lgbt rights'],social
Unsung heroes of the Caribbean who fought for Britain against Hitler ,['race'],social
Racist fans are everyone’s problem – not just football’s | Marina Hyde ,['race'],social
Redcar steelworks receiver confirms closure ,['job losses'],social
The shocking murder of trans activist Hande Kader says much about Turkey today | Elif Shafak ,['lgbt rights'],social
Britain faces rebuke over refusal to back more than 100 UN human rights targets ,['human rights'],social
"Rolls-Royce set to announce more than 4,000 job cuts ",['job losses'],social
'We are the men of a childhood where the monsters of family violence were real' ,['gender'],social
India's first transgender mayor – is the country finally overcoming prejudice? ,['gender'],social
Is Reddit's feminist 'hero' merely feeding the stereotypes that hold women back? ,"['gender', 'work & careers']",social
Mass graves discovered in Thailand linked to human trafficking  ,['human rights'],social
EU urged to call off Turkish accession talks ,['human rights'],social
Does feeling like a woman make you one? It’s OK to ask ,['gender'],social
"Meeting Sharon White 'life changing' for Barratt managers, says chairman ",['race'],social
"Sex, ska and Malcolm X: MI6’s covert 1960s mission to woo West Indians ",['race'],social
No charges for Wisconsin police officer who shot dead unarmed teenager ,['race'],social
Stop calling the Calais refugee camp the ‘Jungle’ | Joseph Harker  ,['race'],social
Cut excessive BBC pay the Saudi way | Brief letters ,['work & careers'],social
Thailand to free Bahraini footballer Hakeem Al-Araibi ,['human rights'],social
Fashion chain Republic set to enter administration,"['job losses', 'work & careers']",social
'It was making me ill': experiences of sexual harassment at work  ,['work & careers'],social
Naomie Harris: ‘I portray strong women because that’s what I know’ ,['race'],social
Common interview questions and how to answer them ,['work & careers'],social
Human rights must be protected against the abuse of power | Anthony Lester ,['human rights'],social
"Separate housing for LGBT students isn’t about segregation, it’s about choice | Chris Godfrey ","['lgbt rights', 'gender']",social
What are the highest paid jobs of 2015? ,['work & careers'],social
Hungarian Jews concerned about toxic referendum discourse ,['race'],social
"When women sign off emails as men, doors open. It's like magic!  | Jamie Peck ",['gender'],social
South Africa reacts angrily to Trump tweet about land seizures ,['race'],social
Pride in London rejects ban on Met police taking part in parade ,['lgbt rights'],social
Migrant workers in Qatar face ‘structural racism’ says UN report ,"['race', 'human rights']",social
"Bombardier raises hopes Airbus deal could save 1,000 jobs in Belfast",['job losses'],social
My friend was released from Guantánamo Bay – only to be locked up again | Murat Kurnaz ,['human rights'],social
"Whatever Luciana Berger’s politics, Labour members must stand with her against antisemitism | Owen Jones ",['race'],social
Could hipster bushes be the new beards? It's time for pubic hair to be cool again | Sunil Badami ,['gender'],social
Tajikistan votes to allow president to rule indefinitely ,['human rights'],social
"Australian special forces involved in murder of 39 Afghan civilians, war crimes report alleges ",['human rights'],social
"Young Labour will fight for the disenfranchised, whatever the Tories think | Caroline Hill and Jasmin Beckett ","['lgbt rights', 'race']",social
Humans are not resources. Coronavirus shows why we must democratise work | Thomas Piketty and others ,['work & careers'],social
"Getting on, or getting on with it: life in an OAP hotspot ",['work & careers'],social
Fifa is urged to kick out Israeli football clubs located in West Bank ,['human rights'],social
"For the sake of all marginalised groups, this anti-blackness must be addressed | Funmilola Fagbamila  ",['race'],social
The Republican women unfazed by Trump's sexism: 'I don’t think it matters' ,['gender'],social
Britain urged to rethink arms trade with Saudi Arabia after blogger ruling ,['human rights'],social
"Esther McVey unfit to be an MP after LGBT comments, says Labour ",['lgbt rights'],social
Black Lives Matter UK: what does it mean to you?  ,['race'],social
Egypt frees human rights activist Ahmad Abdullah on bail ,['human rights'],social
Unite in last-ditch bid to avert BA strike,['job losses'],social
The Guardian view on voting rights: don't import US-style suppression | Editorial ,['race'],social
Italian minister takes aim at same-sex couples who seek surrogacy abroad ,['lgbt rights'],social
UK's robust jobs market dented amid big fall in employment,['job losses'],social
"Drop in tourism could wipe £22bn from UK economy, says WTTC ",['job losses'],social
"Johnson's racism inquiry plan 'written on back of fag packet', says Lammy ",['race'],social
The Napier barracks fire is an indictment of Britain's inhumane asylum system | Daniel Trilling ,['human rights'],social
'A critical point in history': how Trump's attack on LGBT rights is escalating ,['lgbt rights'],social
"Football: it’s a funny old racist, money-grabbing game | Letters ",['race'],social
UK economy poised to recover after Covid-19 second wave ,['job losses'],social
Homebase cuts 300 jobs as more store closures loom,['job losses'],social
'I learned to enlist male allies' – the challenges faced by women in tech ,['work & careers'],social
The Guardian view on Marcus Rashford's triumph: a political masterclass | Editorial ,['race'],social
The US has a startling race pay gap problem. They are not the only ones | Mary O’Hara  ,"['race', 'work & careers']",social
Black or blue: the complex double-lives of Oakland's Black police officers ,['race'],social
Young adult author cancels own novel after race controversy ,['race'],social
Packing Christmas cards knocked the pseudo-intellectual snob out of me | Marc Burrows ,['work & careers'],social
If you work as a driver for Uber we'd like to hear from you ,"['work & careers', 'employment law']",social
Harvard cleared of racial bias against Asian Americans in court decision ,['race'],social
Why are there still so many hungry people in the world? | Hilal Elver ,['human rights'],social
Stress in public services:how do you unwind?Share your photos and stories via @GuardianWitness  ,['work & careers'],social
Jordan Waller: ‘I told friends I had three mums’ ,['lgbt rights'],social
Next UK census may ask about sexuality and gender identity ,"['gender', 'lgbt rights']",social
Has the Labour party outlived its usefulness? | Selina Todd ,['work & careers'],social
Why Myron Yarde’s death affects us all ,['race'],social
Cuba's gay rights activists take to the streets defiant and proud ,['lgbt rights'],social
Finding ways to jump the gender pay divide | Letters ,['discrimination at work'],social
Saudi Arabia postpones flogging of blogger Raif Badawi ,['human rights'],social
"If Alan Sugar can’t see why his Senegal ‘joke’ is racist, then sack him | Dawn Butler ",['race'],social
"I felt the love – finally – at the Women's March, but what do we do tomorrow? ",['gender'],social
"Marches, sit-ins, violence ... the workers are now comrades","['job losses', 'work & careers']",social
The lost generation: surge in joblessness hits young,"['job losses', 'work & careers']",social
'Potentially racially divisive': report censures PR firm Bell Pottinger ,['race'],social
"Northern Ireland abortion law violates women's rights, says UN committee ",['gender'],social
"""According to McCain, the rise of antisemitism in America has little to do with white nationalism and everything to do with Ilhan Omar."" ",['race'],social
"Bombardier to cut 7,500 jobs, raising fears for British workforce",['job losses'],social
Manny Pacquiao provokes storm by calling gay people ‘worse than animals’ ,['lgbt rights'],social
"Man who died after struggle with prison guards yelled ‘I can’t breathe’, video shows ",['race'],social
Career advice for my younger self: what I wish I knew when I was 20 ,['work & careers'],social
Tony Bullimore obituary ,['race'],social
China frees Swedish human rights activist ,['human rights'],social
Cutting stock market hours may 'boost gender diversity' ,['gender'],social
What's the strangest thing you've been asked to do on work experience? ,['work & careers'],social
'Bullshit': Canadian minister blasts lack of diversity in corporate top jobs ,"['gender', 'discrimination at work']",social
A shed of one’s own: how women are reclaiming the garden ,['work & careers'],social
Girls are facing a mental health crisis – and it’s not just because of Instagram | Katharine Sacks-Jones ,['gender'],social
Gay Ivory Coast men allegedly attacked over photo of Orlando shooting event ,['lgbt rights'],social
Want to test drive a career change? Do the side hustle ,['work & careers'],social
UK and German immigration: a tale of two very different laws ,['work & careers'],social
Job losses cost UK employers £13bn over three years,"['job losses', 'employment law']",social
Seven pupils admit involvement in hate crime at school in Bath ,['race'],social
Marriage equality law passes Australia's parliament in landslide vote ,['lgbt rights'],social
Is God a woman? To ask the question is to miss the point | Kate Bottley ,['gender'],social
How Home Office used terror law on highly skilled migrants ,['human rights'],social
MPs demand answers over lack of Covid support for self-employed,"['job losses', 'work & careers']",social
Women in Parliaments: 'If we want to change society we need power' ,['gender'],social
We don’t think John Finnis should teach at Oxford University. Here’s why | Alex Benn and Daniel Taylor ,['lgbt rights'],social
EU migration is working,['job losses'],social
MI5 accused of ‘extraordinary and persistent illegality’ ,['human rights'],social
How to transform the way we work: scrap Fridays | Gaby Hinsliff ,['work & careers'],social
The neo-Nazi symbol posted by Pete Evans has a dark and very strange history | Jason Wilson ,['race'],social
City University changes business school name over slavery links ,['race'],social
"F1 has 'massive' problem to address over human rights, says Lewis Hamilton ",['human rights'],social
Brexit lays bare the brutal reality for the UK’s immigrants | Nesrine Malik ,['race'],social
Female role models to inspire change in society | Letters ,['gender'],social
China cites US gun violence in retort to critical human rights report ,['human rights'],social
"Women disproportionately affected by austerity, charities warn ",['gender'],social
Cardi B was criticized for not letting her daughter listen to WAP – can she ever win? ,['race'],social
House of Fraser to close more than half of its British stores ,['job losses'],social
Chinese man wins forced gay conversion therapy lawsuit  ,['lgbt rights'],social
Release the Congolese activists still in jail for planning peaceful demonstrations ,['human rights'],social
"Black mothers protect their living kids, not just the legacies of their slain ones | Steven W Thrasher ",['race'],social
'I wonder if I've saved a woman from suicide': my job on the London Underground ,['work & careers'],social
Turkish riot police fire water cannon and rubber pellets at gay pride revellers ,['lgbt rights'],social
Axing older workers won't save young people from the Covid dole queue | Dorothy Byrne ,"['job losses', 'work & careers']",social
My activist husband is on death row in Ethiopia. The UK needs to intervene | Yemi Hailemariam ,['human rights'],social
"Leave means leave, Nigel! Now Farage is out, will LBC stop hiring toxic blowhards? ",['race'],social
Jacinda Ardern: how the New Zealand politician shamed the TV dinosaurs ,['gender'],social
Britons think UK will be more united after coronavirus recovery ,['work & careers'],social
'Body blow for area': Bridgend devastated by Ford factory closure,['job losses'],social
Technology is a marvel – now let’s make it moral | Martha Lane Fox ,['gender'],social
'It's disrupted our entire lives': UK workers on losing their jobs,['job losses'],social
Black man is washed whiter in China’s racist detergent advert ,['race'],social
"UK high street loses 1,000 more jobs amid Covid crisis",['job losses'],social
Iran: seven key human rights challenges facing President Rouhani ,['human rights'],social
"No insurance, no savings, no support: what happens when LA's least privileged get Covid ",['race'],social
Andrew Yang: racist comment by SNL hire 'should be taken in different light' ,['race'],social
Russell T Davies: family friendly Disney+ marginalises LGBTQ+ voices ,['lgbt rights'],social
'It's scary': Bridgend braces for fallout from Ford factory closure ,['job losses'],social
Job losses gather momentum across UK and Europe,['job losses'],social
Ex-shadow minister accuses Jeremy Corbyn of discrimination ,['race'],social
The Observer view on Shamima Begum | Observer editorial ,['human rights'],social
Gui Minhai: US calls on China to release Swedish bookseller ,['human rights'],social
"Canada underfunded welfare services for indigenous children, panel rules ",['human rights'],social
"Trudie Styler: ‘I asked Sting, can you do a five-note dirge for us?’ ",['lgbt rights'],social
The first rule of dating: there are no rules | Holly Baxter ,['gender'],social
Low Pay Commission to review minimum wage exemption for domestic staff ,"['gender pay gap', 'gender']",social
Sports stars are held up as role models – until they want to stand up to racism | John Amaechi ,['race'],social
A Kid Like Jake review – a film about gender that dodges any debate ,['lgbt rights'],social
UN says US must stop separating migrant children from parents ,['human rights'],social
Romantic fiction awards cancelled after racism row prompts mass boycott ,['race'],social
Mass protests force Ethiopia to free opposition leader ,['human rights'],social
"Toys R Us UK faces collapse with loss of all 3,200 jobs",['job losses'],social
Cate Blanchett attacks media over awards ceremony frock coverage ,['gender'],social
Ace FaceTime: how to impress in a webcam interview ,['work & careers'],social
"Black girls can be princesses too, that's why I wrote my books ",['race'],social
"BBC in real trouble over equal pay, Carrie Gracie tells MPs ","['gender', 'work & careers']",social
Jeremy Deller exhibition draws links between Victorian factories and zero-hours contracts | David Batty ,['work & careers'],social
Education bears brunt of public sector job losses,['job losses'],social
'Enough is enough': Trent Alexander-Arnold joins calls for action on racism ,['race'],social
Kara Walker: ‘There is a moment in life where one becomes black’ ,['race'],social
For rock music to survive it will have to cut back on testosterone | John Harris ,['gender'],social
BBC gender pay gap: male staff earn 9% more than female colleagues ,['work & careers'],social
The children of the Calais refugee camp face daily horrors. End their anguish now | Rowan Williams ,['human rights'],social
Fears grow Turks held in Malaysia may face unfair trial or torture at home ,['human rights'],social
Oasis and Warehouse close to collapsing into administration ,['job losses'],social
Sol Campbell makes it tricky for himself but it should not have been this hard | Daniel Taylor ,['race'],social
'The voice of the voiceless': how Viola Davis and Julius Tennon are changing the face of Hollywood ,"['race', 'lgbt rights']",social
Labelling Peter Tatchell as a racist isn’t no-platforming. It’s just ignorance | Archie Bland ,['lgbt rights'],social
Lockdown gives asylum seekers reprieve and hope for change in policy ,['human rights'],social
Toys R Us slashes prices as closing-down sale gets under way ,['job losses'],social
Speaking at the Hay festival? Good luck getting a visa if you're from Malawi | John Vidal ,['race'],social
Court overturns 'right to sex' ruling on man who cannot understand consent ,['human rights'],social
"Spain has violated Carles Puigdemont's political rights, UN told ",['human rights'],social
"'Personally, I'm scared': Black Americans fear the racism Trump has let out of the bag ",['race'],social
"Manspreading a menace? No, he just can’t help it | Lucy Siegle ",['gender'],social
‘Justice is never served’: Nia Wilson and the fear of racial violence ,['race'],social
"I'm not blind to Meghan Markle's flaws, but she's been treated abominably | Barbara Ellen ",['race'],social
Reports of antisemitic incidents increase to record levels in UK ,['race'],social
"Ackley Bridge review – a cartoonish finale, despite the clever premise ",['race'],social
No 10 faces legal challenge over ministerial code rewrite ,['human rights'],social
"In good company? People overestimate bad behaviour in others, poll suggests ",['work & careers'],social
'Shocking' lack of racial diversity and women in UK journalism – report ,['race'],social
I will not stand by and let more queer kids tumble into helplessness | Nic Holas ,['lgbt rights'],social
'Is your boyfriend in the band?' Critic airs tales of music industry sexism ,['gender'],social
"Share your best career advice books, blogs and vlogs ",['work & careers'],social
Sandi Toksvig reveals 60% QI pay gap from Stephen Fry ,"['gender pay gap', 'gender']",social
Ahmed Mohamed is just one example of the bigotry American Muslims face | Linda Sarsour ,['race'],social
Grindr: app's president says marriage is 'between man and woman' ,['lgbt rights'],social
"Mo'Nique won an Oscar, then got 'blackballed'. Of course it's about race | Morgan Jenkins ",['race'],social
"UK should rethink China friendship over human rights, Tory group urges ",['human rights'],social
UN expert urges Thailand to stop targeting protesters with royal insult law ,['human rights'],social
Charlottesville to cover Confederate statues to mourn Heather Heyer ,['race'],social
German punk band set to top charts in wake of refugee arson attacks ,['race'],social
