headline,guardian_keywords,esg_category
British government accused of being soft on tax avoidance ,"['tax avoidance', 'corporate governance']",governance
Tax clampdown under threat as Revenue &amp; Customs plans 300 job cuts,"['tax avoidance', 'corporate governance']",governance
Get ready for massive tax cuts for corporations across Europe,"['tax avoidance', 'corporate governance']",governance
Enron ex-treasurer jailed,['corporate governance'],governance
London-listed firms must take corporate responsiblity seriously,['corporate governance'],governance
"Proposal to fine tax avoidance enablers lacks teeth, campaigners say","['tax avoidance', 'corporate governance']",governance
Whistleblower at HBOS attacks ‘ludicrously bad’ City regulation ,['corporate governance'],governance
Lib Dems to accuse chancellor of 'doing a Philip Green' over share transfer,"['tax avoidance', 'corporate governance']",governance
Companies run by ex-cricketer Phil Edmonds 'paid bribes to officials',['corporate governance'],governance
Bet365 founder paid herself an 'obscene' £265m in 2017 ,"['executive pay and bonuses', 'corporate governance']",governance
"Treat tax dodgers more harshly than benefit cheats, says Guardian/ICM poll ","['tax avoidance', 'corporate governance']",governance
EU could force Google to pay more UK tax ,"['tax avoidance', 'corporate governance']",governance
The FCA debacle - a serious case of comic incompetence,"['tax avoidance', 'corporate governance']",governance
Crispr: Chinese scientists to pioneer gene-editing trial on humans ,['ethics'],governance
Developing nations lose $100bn in tax revenue each year - will G20 reforms help?,"['tax avoidance', 'corporate governance']",governance
How can business tackle double burden of obesity and undernutrition? - live chat,['corporate governance'],governance
Our target-driven corporate culture is failing customers | Simon Jenkins ,['corporate governance'],governance
M&amp;B takeover battle hots up,['corporate governance'],governance
The unsavoury alliance between oligarchs and London’s top lawyers,['corporate governance'],governance
"EU to find ways to make Google, Facebook and Amazon pay more tax","['tax avoidance', 'corporate governance']",governance
Accountants and lawyers ‘must report’ aggressive tax avoidance schemes ,"['tax avoidance', 'corporate governance']",governance
Why not benchmark RBS bonuses against the Bank of England?,"['executive pay and bonuses', 'corporate governance']",governance
Richer Sounds boss launches crusade to expose tax avoiders ,['tax avoidance'],governance
'Vote James Murdoch off AGM' – Pirc,['corporate governance'],governance
Jury in Enron trial begins its deliberations,['corporate governance'],governance
Google's Alphabet may owe over $400m for 2015 back taxes in Indonesia ,['corporate governance'],governance
Trusts keep wealth in the hands of the few. It’s time to stop this tax abuse | Richard Murphy ,"['tax avoidance', 'corporate governance']",governance
Harriet Green denied bonus by Thomas Cook in 2014 ,['executive pay and bonuses'],governance
"PwC chief misled us over Luxembourg tax avoidance schemes, claim MPs","['corporate governance', 'tax avoidance']",governance
Is this the best way to curb boardroom pay? | Letters ,['corporate governance'],governance
Debenhams chairman ousted by Mike Ashley ,['corporate governance'],governance
Ignore the business elite's tall tales – class actions give all Australians access to justice | Jacob Varghese ,['corporate governance'],governance
What ex-HSBC boss Stephen Green’s book teaches: be honest and pay what you owe ,"['tax avoidance', 'corporate governance']",governance
There’s a reason for the lack of trust in government and business: corruption | Christine Lagarde ,['corporate governance'],governance
Gene therapy could treat rare brain disorder in unborn babies ,['ethics'],governance
42% of Jupiter shareholders refuse to back executive pay deal,"['executive pay and bonuses', 'corporate governance']",governance
Tyco boss 'dodged art tax',['corporate governance'],governance
Talks urged to avert investor revolt over BG Group’s pay deal,"['corporate governance', 'executive pay and bonuses']",governance
HSBC bosses and BBC Trust chief face MPs over tax revelations,"['tax avoidance', 'corporate governance']",governance
Can you be too ethical?,"['ethics', 'corporate governance']",governance
Lewis hits back at M&amp;B board,['corporate governance'],governance
The Guardian view on the Scots tax haven: a dirty little secret | Editorial ,['tax havens'],governance
Theresa May: I will fine greedy bosses who betray their workers ,['executive pay and bonuses'],governance
Cash-strapped hospitals ask for a £1.5bn rebate ,['tax avoidance'],governance
"As a taxpayer, David Cameron is innocent. As a lawmaker, he is guilty, says @simonjenkins4  ","['tax avoidance', 'tax havens']",governance
Theresa May is standing foursquare behind Britain’s tax dependencies ,"['tax havens', 'tax avoidance', 'corporate governance']",governance
JP Morgan Chase wins Enron case,['corporate governance'],governance
Paradise Papers: Oxford and Cambridge invested tens of millions offshore ,"['tax havens', 'tax avoidance']",governance
Offshore law firm Appleby's response: 'no evidence of wrongdoing' ,"['tax havens', 'tax avoidance']",governance
Boardroom greed: how to bring an errant multinational to heel,['corporate governance'],governance
"Investing in firms with better record on social issues pays, study finds",['corporate governance'],governance
Agents defend Cristiano Ronaldo and José Mourinho over tax claims  via @guardian_sport,['tax havens'],governance
IoD says putting good governance first means tough stance on excessive pay,"['corporate governance', 'executive pay and bonuses']",governance
Surely Poundland's £55m bid for 99p Stores would be a good deal for Britain?,"['tax avoidance', 'corporate governance']",governance
Trump's treasury secretary accused of ethics violation after Lego Batman 'plug' ,['ethics'],governance
"Unlike a Starbucks latte, tax avoidance campaigns don't offer an instant hit","['tax avoidance', 'corporate governance']",governance
Tax-haven transparency won’t stop money laundering in Britain,"['corporate governance', 'tax havens']",governance
Theresa May: I won't force companies to appoint workers to their boards ,['corporate governance'],governance
A closer look at the small island of Nevis,"['tax havens', 'tax avoidance', 'corporate governance']",governance
US overtakes Caymans and Singapore as haven for assets of super-rich ,['tax avoidance'],governance
‘Foreign buyer’ focus will not fix housing | Letters ,['tax avoidance'],governance
Sports Direct fails to meet 2016 pledge on working conditions,['corporate governance'],governance
Google's tax deal with the UK: key questions answered,['corporate governance'],governance
Barclays investor calls for boss's removal over Epstein links ,['corporate governance'],governance
Fund charged over $7bn pumped into Madoff empire,['corporate governance'],governance
Tesco: why did it all go so wrong?,['corporate governance'],governance
Whistleblowing and tax: called to account,"['tax avoidance', 'corporate governance']",governance
Tax evaders exposed: why the super-rich are even richer than we thought ,"['tax havens', 'tax avoidance']",governance
"OECD tax reform plans could make inequality worse, analysis finds ",['tax avoidance'],governance
Deutsche Bank spends £283m on legal fees in 2013,['corporate governance'],governance
HSBC and tax: ignorance stemming from complexity is no excuse ,['corporate governance'],governance
My draft bill against tax avoidance,"['tax avoidance', 'corporate governance']",governance
'Big four' accountants 'use knowledge of Treasury to help rich avoid tax',"['tax avoidance', 'corporate governance']",governance
Sports Direct investors attack deal with Mike Ashley's brother ,['corporate governance'],governance
Barclays risks shareholder backlash as managers share £16m share bonuses ,['executive pay and bonuses'],governance
Juncker on defensive in censure motion over Luxembourg tax schemes,"['tax avoidance', 'corporate governance']",governance
Tories cling on to tax exiles' right to vote for life despite bill delay ,['tax havens'],governance
Air of crisis around Rolls-Royce appears to be fading,['corporate governance'],governance
From Apple to Tesco and banks to energy: bosses facing a testing new year,['corporate governance'],governance
Tyco falls into 'distress and chaos',['corporate governance'],governance
HSBC winds down private banking operation in Monaco,['corporate governance'],governance
Crashing the tax avoidance party,"['tax avoidance', 'corporate governance']",governance
"Election 2015: taxpayers worse off under every party, experts say ",['tax avoidance'],governance
Management could be prosecuted for failure to prevent fraud by staff,['corporate governance'],governance
High noon at the WorldCom corral,['corporate governance'],governance
A dirty business,['corporate governance'],governance
Luxembourg tax files: the Australian companies engaged in tax avoidance,"['tax avoidance', 'corporate governance']",governance
Luxembourg tax files: Juncker ‘solved problems’ for Amazon move,"['tax avoidance', 'corporate governance']",governance
"The Guardian view on tax and Ireland: Apple, pay your way | Editorial ","['tax avoidance', 'corporate governance']",governance
Goldman Sachs cuts bankers’ bonus pot by 20% as profits fall ,['executive pay and bonuses'],governance
Taxation in the UK’s Del Boy economy,['corporate governance'],governance
Ryanair and Wizz Air to remove voting rights from UK investors ,['corporate governance'],governance
Cheap cab ride? You must have missed Uber’s true cost | Evgeny Morozov ,['tax avoidance'],governance
Conrad Black's wife in outburst,['corporate governance'],governance
"OK, no workers in the boardroom: but May must be strong on executive pay","['executive pay and bonuses', 'corporate governance']",governance
Majority of top CBI companies do not pay living wage,['corporate governance'],governance
Tesco to pay £129m fine over accounting scandal ,['corporate governance'],governance
CEOs taking Covid-19 pay cuts 'should not be rewarded with shares' ,['executive pay and bonuses'],governance
"Facebook, Google and Amazon could pay 'fair' tax under EU plans","['tax avoidance', 'corporate governance']",governance
Panama Papers inquiry opens at European parliament ,['tax havens'],governance
Regime change at Standard Chartered but wait for Winters' verdict,['corporate governance'],governance
Record bribery fine fuels Airbus loss of €1.4bn,['corporate governance'],governance
Theresa May: I won't force companies to appoint workers to their boards,['corporate governance'],governance
Many of Trump's cabinet nominees have not been through ethics review ,['ethics'],governance
Who was worse: Conrad Black or Robert Maxwell?,['corporate governance'],governance
Former Co-op boss accuses group of blocking board candidates ,['corporate governance'],governance
Globalisation isn't just about profits. It's about taxes too,"['tax avoidance', 'corporate governance']",governance
The solution to bonus culture,['corporate governance'],governance
Panama Papers: 22 people face tax evasion investigations in UK,"['tax havens', 'tax avoidance', 'corporate governance']",governance
'No missing treasure',['corporate governance'],governance
16 of top 50 European hedge funds donate more than £6.5m to Tories ,"['tax avoidance', 'corporate governance']",governance
"We're letting oil, gas and minerals firms off far too lightly on tax","['tax avoidance', 'corporate governance']",governance
Plans for Australia to adopt a 'Google tax' welcomed by advocacy group,"['tax avoidance', 'corporate governance']",governance
"Apple can reduce €13bn Irish tax bill if it shares payments, EU says ",['corporate governance'],governance
Sports Direct non-exec resigns,['corporate governance'],governance
Co-op campaigners attack £5m pay for bank boss Niall Booker ,['executive pay and bonuses'],governance
Enron files for protection,['corporate governance'],governance
Justin Trudeau under fire again after using Aga Khan's helicopter ,['ethics'],governance
CWW chairman's turnaround is more like a tailspin,['corporate governance'],governance
Greene King sale isn’t one for pubgoers to drink to ,['executive pay and bonuses'],governance
Enron staff ran secret sideline,['corporate governance'],governance
Tesco revamps executive pay policy to appease shareholders,"['executive pay and bonuses', 'corporate governance']",governance
Offshore secrets revealed: the shadowy side of a booming industry,['corporate governance'],governance
"Mossack Fonseca to close offices in Jersey, Gibraltar and Isle of Man ",['tax havens'],governance
McDonnell takes on McDonald's over tax and workers pay ,"['tax avoidance', 'corporate governance']",governance
Tax relief schemes ‘losing billions’ for Treasury claims Whitehall watchdog,"['tax avoidance', 'corporate governance']",governance
Berkeley dividend hike hands chairman £100m windfall,"['corporate governance', 'executive pay and bonuses']",governance
We haven't learned the Enron lesson,['corporate governance'],governance
Telegraph executives lend support to 'NatWest Three',['corporate governance'],governance
Enron whistleblower says Lay was in dark,['corporate governance'],governance
What do fashion students need to know about sustainability? - live chat,['corporate governance'],governance
US ethics chief criticises Trump's plan to give sons business control ,['ethics'],governance
For AGMs to work the public must ask hard questions and leaders must listen,['corporate governance'],governance
When will we see the world's first trillionaire? ,['tax havens'],governance
'We're no country bumpkins': Meet the couple who bought Thomas Cook ,['corporate governance'],governance
WPP shareholders stage pay revolt at annual meeting ,['corporate governance'],governance
FitzGerald's £1.2m payoff sparks shareholder revolt at Unilever,"['executive pay and bonuses', 'corporate governance']",governance
Give me faceless EU bureaucrats over the Tories and their corporate cronies,"['tax avoidance', 'corporate governance']",governance
Maximum coronavirus loans for large firms increased to £200m,"['corporate governance', 'executive pay and bonuses']",governance
Dave Hartnett: one sweetheart deal too many,['corporate governance'],governance
"As Donald Trump made clear, smart businesses know only idiots pay tax ","['tax havens', 'tax avoidance']",governance
"Jean-Claude Juncker blocked EU curbs on tax avoidance, cables show","['tax avoidance', 'corporate governance']",governance
Disney heir criticises company over $1.5bn bonuses as it cuts pay ,['corporate governance'],governance
Starbucks tax avoidance: HMRC to face parliamentary committees,"['tax avoidance', 'corporate governance']",governance
MPs to launch inquiry into corporate excess,"['executive pay and bonuses', 'corporate governance']",governance
Labour to reform public appointments amid row over G4S director,['corporate governance'],governance
Thousands of UK's richest people exploiting loophole to cut tax rate ,"['tax avoidance', 'corporate governance']",governance
Ex-Tyco chiefs found guilty of looting their firm of millions,['corporate governance'],governance
Chris Moyles claimed to be a used car dealer in £1m tax avoidance scheme,"['tax avoidance', 'corporate governance']",governance
Starbucks and Fiat sweetheart tax deals with EU nations ruled unlawful,"['tax avoidance', 'corporate governance']",governance
MF Global's collapse: a familiar tale of regulatory failure,['corporate governance'],governance
Key players in the Parmalat scandal,['corporate governance'],governance
Tories' corporate reform proposals a far cry from May's radical pledge ,['corporate governance'],governance
Ukraine’s leader set up secret offshore firm as battle raged with Russia  #PanamaLeaks,['tax havens'],governance
"Nev Power paid $500,000 for six months' work as head of Australia's Covid-19 commission ",['corporate governance'],governance
Taxing questions of morality for David Cameron in the wake of Panama Papers,"['tax avoidance', 'corporate governance', 'tax havens']",governance
"Curb bosses’ pay or risk breakdown of trust in capitalism, MPs warn","['executive pay and bonuses', 'corporate governance']",governance
"Amazon: £7bn sales, no UK corporation tax","['corporate governance', 'tax avoidance']",governance
MPs approve new FCA chair despite tax avoidance admission,"['tax avoidance', 'corporate governance']",governance
"Female executives failing to get foothold in top firms, survey shows",['corporate governance'],governance
The Guardian view on Charlotte Hogg’s resignation: a sorry affair,['corporate governance'],governance
How Labour and Tory duo teamed up to win tax haven U-turn,"['tax havens', 'corporate governance', 'tax avoidance']",governance
Corporate Europe chilled by Enron-style scandal,['corporate governance'],governance
"'Cheap' Google deal sets bad precedent, says tax expert","['tax avoidance', 'corporate governance']",governance
From beer to bananas: 8 lessons for business and government partnerships,['corporate governance'],governance
Andy Haldane questions British model of corporate governance,['corporate governance'],governance
How to ... build a socially-responsible global supply chain,['corporate governance'],governance
Ledger of failure at an underfunded HMRC in hock to big business,"['tax avoidance', 'corporate governance']",governance
Amazon’s tax is not transparent – but politicians let them get away with it | Richard Murphy ,"['tax avoidance', 'tax havens']",governance
Forget Panama: it's easier to hide your money in the US than almost anywhere ,['tax havens'],governance
UK Uncut inspires US groups to attack cuts and tax avoidance,"['tax avoidance', 'corporate governance']",governance
Might not right: betting firms get their due on fixed-odds machines ,['executive pay and bonuses'],governance
TSB crisis could drag into next week as bank turns to IBM,['corporate governance'],governance
Vince Cable puts pay and takeovers at centre of City review,"['executive pay and bonuses', 'corporate governance']",governance
Timeline: The NatWest Three,['corporate governance'],governance
Sir Martin Sorrell defends £63m pay package ahead of AGM ,"['executive pay and bonuses', 'corporate governance']",governance
Does the Imperial revolt herald a new health warning for executive greed?,"['executive pay and bonuses', 'corporate governance']",governance
JC Flowers consortium pulls out of Refco auction,['corporate governance'],governance
Shareholders revolt over Wagamama owner boss's pay package ,['executive pay and bonuses'],governance
Banks to be forced to reveal more about pay of top staff,['corporate governance'],governance
"Forget Bermuda, Britain's tax havens are much closer to home","['tax avoidance', 'corporate governance']",governance
'Political crap': Tim Cook condemns Apple tax ruling ,"['tax avoidance', 'corporate governance']",governance
Tax avoidance schemes target workers answering NHS call-up ,['tax avoidance'],governance
Why Apple’s low-tax deal is no blueprint for Brexit Britain,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Tax haven blacklist omits Luxembourg as Brussels announces reform plans,"['tax avoidance', 'corporate governance']",governance
Labour pledges huge fines on tax avoiders to raise £7.5bn a year ,"['tax avoidance', 'corporate governance']",governance
Top US universities use offshore funds to grow their huge endowments ,"['tax havens', 'tax avoidance']",governance
Ex-Carillion director viewed pension fund as 'waste of money',['corporate governance'],governance
The G8 summit is a real chance to clean up the mess that is international tax law,"['tax avoidance', 'corporate governance']",governance
HSBC boss Stuart Gulliver apologises as tax avoidance row grows,"['tax avoidance', 'corporate governance']",governance
Lionel Messi appears in court to testify for first time at his tax fraud trial ,['tax havens'],governance
Share rally saves Barclays' Agius from investor plot to oust him,['corporate governance'],governance
McKinsey leader Kevin Sneader ousted after crises ,['corporate governance'],governance
Heard the latest Christmas story? It’s about how UK banks pay all their taxes,"['tax avoidance', 'corporate governance']",governance
EasyJet founder offers £5m reward as he seeks to derail Airbus order ,['corporate governance'],governance
Enron chief 'ignored financial irregularities',['corporate governance'],governance
Sports Direct’s corporate governance needs a radical overhaul,['corporate governance'],governance
Bloody-mindedness isn't working for Sports Direct ,['corporate governance'],governance
Water companies pay little or no tax on huge profits,['corporate governance'],governance
"Will Spacs, the new trend in buyouts, take off in the UK?",['corporate governance'],governance
The gang of four,['corporate governance'],governance
The Guardian view on tax dodging: a creative industry that demands an equally creative response ,"['tax avoidance', 'corporate governance']",governance
The 1% hide their money offshore – then use it to corrupt our democracy | Aditya Chakrabortty ,"['tax avoidance', 'tax havens']",governance
Osborne targets overseas sellers on Amazon and eBay in VAT clampdown,"['tax avoidance', 'corporate governance']",governance
Why is no one exposing our failing firms in advance? | Prem Sikka ,['corporate governance'],governance
'We thought we were over all that': angry Icelanders feel like it's 2008 again ,['tax havens'],governance
European commission to resurrect overarching corporate tax proposals | World news | The Guardian ,"['tax avoidance', 'corporate governance']",governance
News Corp: Rupert Murdoch faces showdown with shareholders,['corporate governance'],governance
GVC faces shareholder rebellion over £67m paid to two bosses ,['executive pay and bonuses'],governance
The fat cats are back in business | Nils Pratley ,['executive pay and bonuses'],governance
Former WorldCom controller admits fraudulent entries,['corporate governance'],governance
"If we reverse the menopause, where will motherhood end? | Keren Levy ",['ethics'],governance
Andersen cleared by supreme court over Enron,['corporate governance'],governance
Tax and corporations: one law for them,"['tax avoidance', 'corporate governance']",governance
Barclays boosts bonus payouts despite 30% fall in profit ,"['executive pay and bonuses', 'corporate governance']",governance
The real reason for public finance crisis,"['tax avoidance', 'corporate governance']",governance
Shoo-in chairmen given short shrift,['corporate governance'],governance
Tesco board faces new questions after purchase of $50m corporate jet,['corporate governance'],governance
UK told to target tax secrecy in its overseas territories 'right to the end' ,['tax havens'],governance
"The Apple tax ruling – what this means for Ireland, tax and multinationals","['tax avoidance', 'corporate governance', 'tax havens']",governance
Theresa May is standing foursquare behind Britain’s tax dependencies,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Now’s the time for this government to act on tax avoidance | John McDonnell ,"['tax avoidance', 'tax havens']",governance
Tax avoiders’ accountants may have to give evidence to MPs ,"['tax avoidance', 'corporate governance']",governance
"Governments must address corporate corruption, says report",['corporate governance'],governance
Nurofen and Durex maker slashes chief's pay by 40% – to £14m ,['executive pay and bonuses'],governance
David Cameron to introduce new corporate money-laundering offence,"['tax havens', 'corporate governance']",governance
We want to solve the problem of HSBC. But who’s willing to tackle the City?,"['tax avoidance', 'corporate governance']",governance
"Global action on tax evasion has largely failed, study shows","['tax avoidance', 'corporate governance']",governance
VW chief plans job rotation for key roles to boost oversight,['corporate governance'],governance
Enron fires Arthur Andersen,['corporate governance'],governance
Leading investor group to shame firms with bumper executive pensions,"['executive pay and bonuses', 'corporate governance']",governance
Our obsession with heroic sustainability leaders will leave us all disappointed,['corporate governance'],governance
John Lewis hands founder’s great grandson £1.5m payoff,"['executive pay and bonuses', 'corporate governance']",governance
Is the Illuminati running the world? Maybe it’s not such a mad idea | Julian Baggini ,['ethics'],governance
How to hide it: inside the secret world of wealth managers | Brooke Harrington ,"['tax avoidance', 'tax havens']",governance
Australian tax office has not prosecuted any HSBC Swiss account holders ,['tax avoidance'],governance
Enron,['corporate governance'],governance
Dominic Chappell to wind up company involved in BHS acquisition,['corporate governance'],governance
How whistleblowing became an industry in the wake of #MeToo ,['corporate governance'],governance
Tax justice: Back on the agenda,"['tax avoidance', 'corporate governance']",governance
James O'Toole: the 'tax alchemist' who can slip assets past UK taxman ,"['tax havens', 'tax avoidance']",governance
Daily Mail editor Paul Dacre's pay jumps 50% to almost £2.5m ,['executive pay and bonuses'],governance
Andersen 'aware of Enron's frailties',['corporate governance'],governance
"The more power is devolved, the faster tax revenues race to the bottom",['corporate governance'],governance
"As polls narrow before the abortion vote, is rural Ireland setting up a Brexit moment? ",['ethics'],governance
Fund manager Fidelity attacks executive pay and bonus bonanza,"['executive pay and bonuses', 'corporate governance']",governance
Treasury finally closes bonus loophole to firms receiving Covid-19 loans,"['executive pay and bonuses', 'corporate governance']",governance
"Britain must do more to close tax loopholes, say German politicians","['tax avoidance', 'corporate governance', 'tax havens']",governance
L'Oreal generation faces wake-up call over big bonuses,"['executive pay and bonuses', 'corporate governance']",governance
Disney heir criticises $1.5bn in bonuses and dividends as company cuts pay,['corporate governance'],governance
Is Barclays' financial reporting 'defective'?,"['executive pay and bonuses', 'corporate governance']",governance
Persimmon paid three executives a combined £104m in 2017 ,['executive pay and bonuses'],governance
"Do no harm, don't discriminate: official guidance issued on robot ethics ",['ethics'],governance
James Murdoch re-elected Sky chair despite shareholder rebellion ,['executive pay and bonuses'],governance
Cigarette packaging: the corporate smokescreen,['corporate governance'],governance
Capitalism is only trustworthy once the cronies have been shown the door,"['corporate governance', 'executive pay and bonuses']",governance
Netherlands 'will block UK-EU deal without tax avoidance measures',"['tax avoidance', 'corporate governance']",governance
Thames Water to shut Cayman Islands subsidiaries under new chairman,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Sports Direct chairman should face the final whistle | Nils Pratley ,['corporate governance'],governance
EU ministers to vote on move to expose firms' tax avoidance ,"['tax avoidance', 'corporate governance']",governance
Enron case struggles to tie chief to 'Global Galactic List',['corporate governance'],governance
Osborne likely to publish tax returns as No 10 says all leaders should ,"['tax avoidance', 'tax havens']",governance
Tidjane Thiam of the Prudential displays thick hide,"['executive pay and bonuses', 'corporate governance']",governance
News Corp faces revolt by quarter of shareholders,['corporate governance'],governance
Mitchells &amp; Butlers shareholders oust chairman,['corporate governance'],governance
Royal Mail's attempt to block strike won't sort this bitter dispute | Nils Pratley ,['corporate governance'],governance
Greens back the Occupy movement,"['tax avoidance', 'corporate governance']",governance
WorldCom chiefs refuse to testify,['corporate governance'],governance
How auditor found $4bn black hole,['corporate governance'],governance
How can we pay off the global coronavirus debts? Tackle the powerful | Ben Tippet ,['tax havens'],governance
Parmalat goes bankrupt as new scandal emerges,['corporate governance'],governance
Ingenious film investors lose human rights challenge over upfront tax,"['tax avoidance', 'corporate governance']",governance
"At last, the tech titans’ nerd immunity shows signs of fading ",['corporate governance'],governance
Tory party donor Lycamobile faces being struck off UK company register,['corporate governance'],governance
Rupert Murdoch's Sky bid is now very likely to succeed,"['corporate governance', 'executive pay and bonuses']",governance
"Deliberations continue in the Tyco trial after six months' evidence of toga parties and $6,000 shower curtains",['corporate governance'],governance
Amazon expected to reveal cash pile of up to $9bn after record Christmas,"['tax avoidance', 'corporate governance']",governance
Mitochondrial disease kills 150 children a year. A micro-transplant can cure it ,['ethics'],governance
Inheritance tax: a brief history of death duties ,['tax avoidance'],governance
National Crime Agency demands quicker access to offshore firm records ,"['tax avoidance', 'corporate governance', 'tax havens']",governance
EU clamps down on free ports over crime and terrorism links ,"['tax avoidance', 'tax havens']",governance
Tax and aid: To trade with loaded dice,"['corporate governance', 'tax avoidance']",governance
MPs to launch inquiry into corporate excess ,"['executive pay and bonuses', 'corporate governance']",governance
UK to introduce public ownership registers for overseas territories ,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Don’t fob us off with this pitiful Google tax gesture | Margaret Hodge ,"['tax avoidance', 'corporate governance']",governance
WorldCom writes off $50bn,['corporate governance'],governance
UK urged to support Zambia's tax-raising from multinationals,['corporate governance'],governance
"Toshiba to cut 7,000 jobs in PC and TV units",['corporate governance'],governance
UK bankers face extradition in Enron case,['corporate governance'],governance
BT deserves credit – clawing back boss's bonus is common sense | Nils Pratley ,"['executive pay and bonuses', 'corporate governance']",governance
Michael Buerk attacks Benedict Cumberbatch for 'infantile' worldview ,['ethics'],governance
Statistics alone won’t win the immigration debate,"['tax avoidance', 'corporate governance']",governance
TSB sell-off dents Lloyds profits ,['executive pay and bonuses'],governance
"Tax, that unlikely window on our politicians' souls","['tax avoidance', 'corporate governance']",governance
Shrink the City. It’s the only way to stop the world’s criminals flourishing in the UK | Nicholas Shaxson ,['tax havens'],governance
Theresa May's plans to curb boardroom excess receive mixed reaction,['corporate governance'],governance
Firms facing revolt over executive pay to be named on public register,"['executive pay and bonuses', 'corporate governance']",governance
Corporate power has turned Britain into a corrupt state,['corporate governance'],governance
The Guardian view on austerity: reversing Robin Hood | Editorial ,"['tax avoidance', 'tax havens']",governance
Disgraced Enron chairman appears before Congress,['corporate governance'],governance
UK will act alone against tech firm tax avoidance if global solution falters,"['corporate governance', 'tax avoidance', 'tax havens']",governance
The City's timidity has let Sports Direct's Keith Hellawell survive | Nils Pratley ,['corporate governance'],governance
Former HBOS chief's statement on knighthood and pension – full text,['corporate governance'],governance
Bill Nighy takes Robin Hood tax to the G20,"['tax avoidance', 'corporate governance']",governance
Alliance Trust takes least embarrassing option over board appointments,['corporate governance'],governance
Thomas Cook confirms controversial £5.6m payout to former CEO,"['executive pay and bonuses', 'corporate governance']",governance
Big shareholders gather for fight-back after rebels are kicked out of pub group,['corporate governance'],governance
Sports Direct bows to pressure and agrees to independent review ,['corporate governance'],governance
Former Kmart executives charged with fraud,['corporate governance'],governance
Eddie Stobart executive chairman to step down,['corporate governance'],governance
Women and girls are dying for lack of toilets; businesses can help,['corporate governance'],governance
It’s not just executive pay – we must tackle our broken business culture | Stefan Stern ,"['executive pay and bonuses', 'corporate governance']",governance
Cut corporate privileges to salvage our democracy,['corporate governance'],governance
Rio Tinto changes its designated driver,['corporate governance'],governance
House Republicans drop rule change gutting ethics watchdog ,['ethics'],governance
Deliveroo boss Will Shu gives himself 22.5% rise amid battle over riders' pay ,['executive pay and bonuses'],governance
Verdict: is the Sports Direct report a whitewash? ,['corporate governance'],governance
John Pluthero takes control at Cable &amp; Wireless after chief executive quits,"['executive pay and bonuses', 'corporate governance']",governance
Why are Canada's trains vulnerable? Good old capitalist cost-cutting,['corporate governance'],governance
Rush of foreign listings to London brings pressure for FTSE to check governance of index members,['corporate governance'],governance
Ten cases like Charlie Gard’s heard in English courts this year ,['ethics'],governance
From Alphabet to Warren Buffett: how the conglomerate was reborn,['corporate governance'],governance
Shareholders can't force businesses to act morally. But governments can,['corporate governance'],governance
Pfizer's merger collapse prompts speculation it will seek new takeover,"['tax avoidance', 'corporate governance']",governance
Some core questions for the Conservatives on cities and tax-dodging,"['tax avoidance', 'corporate governance']",governance
Tim Cook's pitch for a corporate tax holiday suits Washington just fine,['corporate governance'],governance
A British snub of the EU investigation into the Panama Papers is short-sighted | Prem Sikka ,['tax havens'],governance
Paradise Papers: EU parliament votes to launch tax inquiry,"['corporate governance', 'tax avoidance']",governance
Fund run by David Cameron’s father avoided paying tax in Britain,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Mitchells &amp; Butlers activists win backing from Takeover Panel,['corporate governance'],governance
Why is no one exposing our failing firms in&nbsp;advance?,['corporate governance'],governance
"Black's Bora Bora holiday bill inflated, lawyer argues",['corporate governance'],governance
'Disastrous decline' in HMRC customer service predicted due to cutbacks ,['tax avoidance'],governance
How Tyco spent millions to keep Kozlowski in the Monet,['corporate governance'],governance
€500m mystery deepens,['corporate governance'],governance
Google chairman Eric Schmidt defends tax avoidance policies,"['tax avoidance', 'corporate governance']",governance
Fire-and-rehire is a brutal way to rebuild a company. It must be banned,['corporate governance'],governance
Bonus reforms 'biggest shake-up of UK corporate governance in years' ,['executive pay and bonuses'],governance
"Hedge fund boss pays himself £270m, despite hedge fund only making £200m ",['executive pay and bonuses'],governance
A breakdown in our values,['corporate governance'],governance
Sports Direct founder Mike Ashley faces shareholder rebellion,['corporate governance'],governance
Let's make CEOs justify their wages,"['executive pay and bonuses', 'corporate governance']",governance
"Shame works on bankers, MPs and tabloids, however immune they seem","['corporate governance', 'tax avoidance']",governance
"Nigeria ain't broke, it just needs to fix its tax system","['tax avoidance', 'corporate governance']",governance
"Proposal to fine tax avoidance enablers lacks teeth, campaigners say ","['tax avoidance', 'corporate governance']",governance
Elizabeth Warren helps out 'confused' billionaires with new tax calculator ,['executive pay and bonuses'],governance
This is the year for Europe to put its tax house in order,"['tax avoidance', 'corporate governance']",governance
He spoke to Clough and Revie. Lord Green is proving a bit more difficult,"['tax avoidance', 'corporate governance']",governance
The train driver who sits in the boardroom with the bosses,['corporate governance'],governance
Andersen talks with justice department break down,['corporate governance'],governance
"The rehabilitation of RBS is painful, costly – and nowhere near over",['corporate governance'],governance
Rebel creditors agree to MCI deal,['corporate governance'],governance
