headline,text,url
Apple boss expects to repatriate billions to the US next year,"Apple boss Tim Cook expects the iPhone maker to repatriate huge offshore profits to America next year, paying billions of dollars in deferred taxes to the US Treasury.
Until now, Cook had consistently said Apple would not repatriate profits to the US until Washington slashed the US tax rate.
Last December, in an interview for US television programme 60 Minutes, Cook said he would “love to” repatriate Apple’s offshore cash.
However, behind these accounting provisions Apple has made clear it does not intend to repatriate funds and actually pay the taxes provisioned for while the US maintains its current high tax rate.
For that reason, the group’s reported tax rate is regarded by experts as an accounting fiction.",https://www.theguardian.com/business/2016/sep/01/apple-boss-tim-cook-repatriate-billions-to-us-treasury-next-year
Oil lobby calls for North Sea tax reductions as BP cuts 300 jobs,"The oil and gas industry has called for a 50% cut in North Sea taxes and said that up to a 100 fields were in danger of closing because of the plunging oil price.
The warning from Malcolm Webb, head of lobby group Oil & Gas UK, came as BP cut 300 jobs in Aberdeen.
“Some companies are paying 80% as the highest tax rate on fields in the North Sea.
BP’s job cuts in Aberdeen, Britain’s oil capital, follow similar moves by Shell and Chevron last year.
Trevor Garlick, Regional President for BP North Sea said: “We are committed to the North Sea and see a long term future for our business here.",https://www.theguardian.com/business/2015/jan/15/oil-lobby-north-sea-tax-cuts-bp-cuts-jobs
Adani coalmine: Siemens CEO has ‘empathy’ for environment but refuses to quit contract ,"Global engineering company Siemens will not pull out of a contract at the new Adani coalmine in Australia, rejecting calls from climate campaigners including Greta Thunberg.
Siemens says it is one of the first companies to have pledged to be carbon neutral by 2030.
Explaining his decision, Kaeser said he was assured by a December 2019 letter from Resources Minister Matt Canavan that the mine, in Queensland’s Galilee Basin, had passed all legal obstacles.
It seems that @SiemensDE have the power to stop, delay or at least interrupt the building of the huge Adani coal mine in Australia.
Galilee Blockade spokesperson Ben Pennings said: “Siemens has just trashed their billion dollar reputation for a $30m contract.",https://www.theguardian.com/business/2020/jan/13/adani-coalmine-siemens-ceo-has-empathy-for-environment-but-will-honour-contract
Activists criticise 'tokenistic' efforts after rebrand of Royal Mail postboxes ,"Tokenistic gestures are being made in place of real-world action to improve the lives of black Britons, activists have complained, after Royal Mail marked Black History Month by dedicating four postboxes.
The boxes were painted black and turned into billboards celebrating the stories of four prominent black people, including Sir Lenny Henry and the nursing pioneer Mary Seacole.
“Why not turn BLM into BLMAO,” he said in a satirical video posted online, in which he played the character of a senior Royal Mail manager speaking to Royal Mail’s “only black employee”.
A Royal Mail spokeswoman said: “By marking the contributions of prominent black Britons, we also wanted to mark the contributions made by our own black colleagues in their local communities.
Royal Mail is politically neutral given the role we play in facilitating elections.",https://www.theguardian.com/world/2020/oct/01/some-efforts-to-mark-black-history-month-tokenistic-say-activists
eBay pays £1.1m UK tax on revenues it told US investors were £1.1bn ,"The income can then flow into further controversial tax structures that ultimately wipe huge sums off the group’s tax bills.
Latest accounts from eBay (UK) Ltd, published on Friday, suggest the group believes its UK tax structure remains advantageous, despite Osborne’s supposed crackdown.
When asked by the Guardian whether it was in discussions with HMRC about the UK’s new diverted profits tax, eBay declined to comment.
“The Tories have dragged their feet for years and voted against tough action to make it harder for firms to avoid UK tax.
eBay (UK) Ltd is not the only British company within the eBay group.",https://www.theguardian.com/business/2016/oct/08/ebay-pays-11m-uk-tax-on-revenues-it-told-us-investors-were-11bn
Standard Chartered veteran Mike Rees set for £500k a year pension ,"The second-in-command at Standard Chartered stands to receive a pension worth almost £500,000 a year when he leaves the emerging markets-focused bank at the end of 2016.
The departure of Mike Rees, the deputy chief executive and one of the highest paid bankers at Standard Chartered, was announced last week.
Rees kept the title of deputy chief executive but no longer had the bank’s three main divisions reporting to him.
He has been at Standard Chartered for 26 years.
When he announced the cash call in November, Winters told City analysts there were some good aspects to Standard Chartered but they were buried under “fertiliser”.",https://www.theguardian.com/business/2016/jan/10/standard-chartered-veteran-mike-rees-set-for-500k-a-year-pension
Persimmon holds back from buying land as job cuts hit housing market,"The ongoing mortgage shortage coupled with the government's public spending cuts have prompted the housebuilder Persimmon to adopt a cautious approach to buying land for new homes.
""There is a risk of the economy weakening if the spending cuts that are being trailed at the moment bite too hard,"" said the finance director, Mike Killoran.
""Construction activity benefits from public spending.
But a recent Bank of England lending trends survey suggested that the mortgage market remains flat for now.
A collapse in sales and big write-downs on land values forced Persimmon and its rivals to restructure their businesses.",https://www.theguardian.com/business/2010/jul/06/housebuilders-cautious-double-dip-fears
World Bank accused over ExxonMobil plans to tap Guyana oil rush ,"The World Bank has pledged not to fund fossil fuel extraction directly, but it is giving Guyana millions of dollars to develop governance in its burgeoning oil sector, as the south American country prepares for an oil rush led by ExxonMobil and its partners.
The World Bank reviewed the procurement and found no problems with the process.
“The World Bank claims to be striving for ‘good governance’ in revising Guyana’s legal framework for oil development,” said Heike Mainhardt, senior advisor on multilateral financial institutions at Urgewald.
“This is ‘good governance’ for the oil companies, not for the people of Guyana or the global climate.
The World Bank is causing a conflict of interest, in effect undermining good governance.”The World Bank has already faced criticism over its involvement in the oil sector.",https://www.theguardian.com/business/2020/mar/08/world-bank-accused-over-exxonmobil-plans-to-tap-guyana-oil-rush
Why Apple’s low-tax deal is no blueprint for Brexit Britain ,"For the more excitable elements among the Brexiters, the EU’s ruling on Apple’s tax bill thus opens up a delirious prospect.
Could there be any more dramatic illustration of both the evils of the EU and the thrilling possibilities of Brexit?
There is, for a start, the small matter of whether, even after the EU tax ruling, Apple wants to leave Ireland for the UK or anywhere else.
We have a long-term romance together.”So why on earth would Apple remain in Ireland instead of taking refuge in the brave new post-Brexit world of low-tax Britain?
Transplanting a policy that worked for very specific reasons in Ireland into post-Brexit Britain would show scant regard for the nature of either country.",https://www.theguardian.com/world/2016/sep/03/why-likes-of-apple-will-not-be-lured-to-brexit-britain
Starbucks is banning straws – but is it really a big win for the environment? ,"This month, Starbucks joined a growing movement to ban single-use plastic straws, announcing it would eliminate the items from its stores by 2020.
These were developed for its “Nitro” coffee beverages which have a creamy top and are best drunk without a straw.
Some social media users have also noticed that the Nitro lids are noticeably thicker than the current lids and have speculated about whether they will really be better for the environment.
Photograph: Eva Hambach/AFP/Getty ImagesWhile it is true that plastic straws cannot be recycled, it should not be automatically assumed that the new plastic lids will definitely be recycled.
It is hard to gauge exactly how much Starbucks’s decision to increase its use of plastic, but eliminate plastic straws, will help the environment.",https://www.theguardian.com/business/2018/jul/23/starbucks-straws-ban-2020-environment
Martin Sorrell pay row exposes WPP chairman,"""Do not fiddle with the market mechanism,"" declared WPP chief executive Sir Martin Sorrell in his great defence of his pay arrangements.
Now the market, in the form of the owners of WPP, has spoken: 59.5% of votes were cast against the company's pay report.
Sorrell has to face the fact that most voting shareholders don't think he deserved a 60% increase in his pay package to £6.8m.
Any other course would invite the accusation that Sorrell treats WPP as his own firm, or that the non-executives have tin ears.
But a year ago, 41% of WPP shareholders voted against the pay report.",https://www.theguardian.com/business/nils-pratley-on-finance/2012/jun/13/martin-sorrell-pay-row-wpp-chairman
"UK electricity grid's carbon emissions could turn negative by 2033, says National Grid ","Carbon emissions from Britain’s electricity system could turn negative by as early as 2033 if the UK uses carbon capture technology alongside more renewable energy to reach its climate targets, according to a report from National Grid.
The electricity network operator on Monday set out its vision for an “emissions negative” grid that would include 30m electric vehicles on UK roads, and 8m heat pumps used to replace gas boilers in energy-efficient homes.
In National Grid’s most progressive vision for Britain’s pathway towards its 2050 climate targets it claims that net carbon emissions from the electricity sector could turn negative within 13 years by using carbon capture technology alongside bioenergy sources.
There is widespread uptake in domestic electric vehicles, and growth and investment in hydrogen and carbon capture technologies too,” Herring said.
This could mean that by 2035 the amount of gas burned to produce electricity without carbon capture technology may halve, according to National Grid.",https://www.theguardian.com/environment/2020/jul/27/uk-electricity-grids-carbon-emissions-could-turn-negative-by-2033-says-national-grid
Apple paid less than 2% tax on overseas profits last year,"Apple paid less than 2% tax on profit made outside the United States last year.
The iPhone and iPad maker paid $713m (£445m) in overseas corporation tax on foreign profits of $36.87bn (£23bn) in the year to the end of September.
That translates as a tax rate of 1.9%, compared to a headline corporation tax rate of 35% in the US and 24% in the UK.
Analysis by the Guardian found that Google, Amazon, Starbucks and Facebook have paid just £30m in tax over the past four years despite generating more than £3.1bn in sales.
Prime minister David Cameron has said he is ""not happy with the current situation"" of Apple, Google, Facebook, eBay and Starbucks avoiding nearly £900m of tax.",https://www.theguardian.com/technology/2012/nov/04/apple-paid-low-overseas-tax
Starbucks and Fiat sweetheart tax deals with EU nations ruled unlawful,"A sweetheart tax deal struck in private between Starbucks and Dutch tax officials five years ago has been ruled to be unlawful state aid aid by the European commission.
A second deal between Fiat Chrysler and Luxembourg’s tax authorities also violated European state aid rules, the commission confirmed.
Margrethe Vestager, the competition commissioner, said: “Tax rulings that artificially reduce a company’s tax burden are not in line with EU state aid rules.
The commission estimates that since 2008 the Dutch tax ruling allowed Starbucks to avoid tax of between €20m and €30m (£14m-£22m).
They said the member states had endorsed “artificial and complex” structures, devised by Fiat and Starbucks tax planners, that did “not reflect economic reality”.",https://www.theguardian.com/business/2015/oct/21/starbucks-and-fiat-tax-deals-with-eu-nations-ruled-unlawful
"Santander to close 140 branches, putting more than 1,200 jobs at risk ","Santander plans to close nearly one in five of its bank branches in the UK, putting more than 1,200 jobs at risk.
The Spanish-owned bank, which has one of the largest high street networks in Britain, will shut 140 branches, leaving 614 after the closures, which will be completed by the end of the year.
Santander said it expected to find new jobs for about a third of the 1,270 employees whose jobs are at risk.
Linda Rolph, general secretary of Advance, a trade union representing Santander UK employees, described the job losses as “really disappointing, but not a terribly big surprise given the way the industry is going”.
Lloyds, Britain’s biggest high street lender, in November announced thousands of redundancies as it restructured its operations and launched a major digital recruitment drive.",https://www.theguardian.com/business/2019/jan/23/santander-to-close-140-branches-putting-more-than-1200-jobs-at-risk
Aviva sets target for net zero carbon footprint by 2040 ,"Aviva has become the first leading insurer worldwide to set a target to shrink its carbon footprint to net zero by 2040, a decade earlier than most banks.
If they do not take action, Aviva said it would sell its shareholdings in those companies, but added that it had been getting some good responses.
It also plans to shrink CO 2 emissions from its own operations and supply chain to net zero by 2030, similar to rival Legal and General.
In recent years Aviva had come under fire for being the second-biggest investor in the Polish coal industry, the most polluting in Europe.
Amanda Blanc, the chief executive, said: “Aviva is taking bold steps to help tackle the climate crisis.",https://www.theguardian.com/business/2021/mar/01/aviva-sets-target-net-zero-carbon-footprint-2040
Tesla's batteries could be bigger business than electric cars – Elon Musk ,"Tesla’s new energy storage systems could become a bigger business for the company than selling cars, Elon Musk has said.
Tesla delivered 10,045 Model S sedans in the first quarter of the year – 55% more than the same period last year.
Tesla could face more competition in the future as established car makers launch new electric vehicles with longer driving ranges.
Asked about that prospect, Musk said: “I certainly hope Apple gets into the car business.
It will cost about half the price of a Model S and should go on sale at the end of 2017.",https://www.theguardian.com/technology/2015/may/07/teslas-batteries-could-be-bigger-business-than-electric-cars-elon-musk
Big Meat and Big Dairy's climate emissions put Exxon Mobil to shame | Juliette Majot and Devlin Kuyek ,"Few meat and dairy companies calculate or publish their climate emissions.
We’ve found that the top 20 meat and dairy companies emitted more greenhouse gases in 2016 than all of Germany, Europe’s biggest climate polluter by far.
It’s now clear that the world cannot avoid climate catastrophe without addressing the staggering emissions from the largest meat and dairy conglomerates.
At the upcoming COP23 climate meeting in Bonn, Germany, the world’s largest meat and dairy companies will tell a different story.
In Bonn, the big meat and dairy companies are also likely to spend much time and money talking about efficiency, while expanding production.",https://www.theguardian.com/commentisfree/2017/nov/07/big-meat-big-dairy-carbon-emmissions-exxon-mobil
"Starbucks closes more than 8,000 US cafes for racial bias training ","More than 8,000 Starbucks coffee shops in the US closed their doors for racial bias training on Tuesday, in what the company said “isn’t a solution, it’s a first step” as it sought to rebuild its damaged reputation.
Starbucks announced the training after two black men were arrested in one of the company’s Philadelphia cafes in April.
A range of civil rights activists and experts contributed to Starbucks’ training.
In April McGhee told the Guardian that Tuesday’s training will serve “really as an introduction” to racial bias.
She said she and others were keen that in addition to the training, Starbucks also examine the rules and guidelines that its employees are given.",https://www.theguardian.com/business/2018/may/29/starbucks-coffee-shops-racial-bias-training
Apple agrees to pay £234m to settle Italian tax dispute,"Apple has agreed to pay €318m (£234m) to settle a tax dispute with Italian authorities after the iPhone and iPad maker was investigated for suspected fraud.
According to the Italian daily newspaper La Repubblica, Apple Italia should have paid corporation tax of €880m for the period.
But, after months of negotiations, the tax authorities agreed to close the case in return for about a third of that amount.
An Italy tax office spokesman confirmed the newspaper’s report was accurate but would not divulge further details.
The decision to sanction Apple Italia marks a broader push by Italian authorities to shake off the country’s bad reputation for tax dodging.",https://www.theguardian.com/business/2015/dec/30/apple-pays-234m-settle-italian-tax-dispute
"More than 60 women consider suing Google, claiming sexism and a pay gap ","More than 60 current and former Google employees are considering bringing a class-action lawsuit alleging sexism and pay disparities against women, as the technology giant wrestles with a deepening crisis over alleged discrimination.
Others, he said, have struggled in other ways to advance their careers at Google due to a “culture that is hostile to women”.
“They are concerned that women are channeled to levels and positions that pay less than men with similar education and experience,” Finberg said.
Despite similar positions and qualifications, he said, some women said they made less than male counterparts in salaries, bonuses and stock options.
The former Google manager said it was upsetting to hear about the disparity.",https://www.theguardian.com/technology/2017/aug/08/google-women-discrimination-class-action-lawsuit
ExxonMobile warns of $30bn writedown of shale assets as energy prices fall ,"ExxonMobil has warned it may write down the value of its US shale assets by up to $30bn (£23.2bn) following a steep drop in global energy prices that has led to the oil giant’s third consecutive quarterly loss.
The US oil and gas producer told investors it plans to reassess its North America gas business over the coming months, which could lead to impairment charges as high as $25bn to $30bn if it changes its long-term strategy.
Exxon said its shale gas operations were among the assets “at risk for significant impairment”.
The slump in energy prices led Exxon to a net loss of $680m for the third quarter on Friday, compared with a $3.2bn profit in the same months of 2019.
The company’s market value has fallen to $136bn, and was usurped by US renewable energy firm NextEra Energy, valued at $144bn.",https://www.theguardian.com/business/2020/oct/30/exxonmobile-warns-of-30bn-writedown-of-shale-assets-as-energy-prices-fall
If Democrats want seek truth they must investigate ExxonMobil | Julian Brave NoiseCat ,"They developed in-house climate change models and published their findings in peer-reviewed journals.
In 1988, an Exxon public affairs manager wrote that the company should “emphasize the uncertainty” of climate science.
Last week, crab fishermen in California sued 30 fossil fuel corporations for damaging their fisheries.
ExxonMobil and the other fossil fuel corporations most responsible for climate change should pay their fair share to address this crisis.
In response, Pelosi has reaffirmed that she will revive the select committee on climate change disbanded by Republicans.",https://www.theguardian.com/commentisfree/2018/dec/09/exxonmobil-house-democrats-must-investigate
Barclays announces £38.5m bonuses on budget day,"The bonus will swell his pay packet so much that means the taxman will collect £9.3m from his next payslip.
Ricci's bonus is worth 656 times the average UK salary, but Wednesday's payday was dwarfed by the £44m in pay and bonuses he collected in 2010.
Barclays chief executive Antony Jenkins, who last month called for a new era of restrained bankers' bonuses, was awarded 1.8m shares worth £5.3m.
She accused Barclays of trying to ""bury"" coverage of the bonuses by announcing them on budget day.
A person close to Barclays said the date of the release had been planned long before the budget.",https://www.theguardian.com/business/2013/mar/20/barclays-bonuses-budget-day
Up to 70 News Corp Australia photographers made redundant,"As many as 70 staff photographers from across News Corp mastheads have been told their positions are redundant as Rupert Murdoch’s Australian newspapers adopt an outsourcing model.
Sources told Guardian Australia that out of 20 photographers at Queensland Newspapers, only five will remain.
News Corp photographers make a stand to save their jobs - don't cut them out of the picture!
Up to 10 staff photographers in South Australia have lost their jobs.
One reporter wrote on Facebook: “Photographers are so important, and the photographers at the Courier-Mail are world class.",https://www.theguardian.com/media/2017/may/15/up-to-70-news-corp-australia-photographers-made-redundant
Revealed: how AstraZeneca avoids paying UK corporation tax ,"AstraZeneca, one of Britain’s largest businesses, is using a multimillion-pound tax avoidance scheme in the Netherlands, set up months after the UK relaxed its tax laws for multinationals in 2013.
The company paid no corporation tax in the UK, despite having made global profits in 2013 and 2014 totalling $4.5bn.
Any related tax matters had all been approved by HMRC and the Dutch tax office, it added.
Hours later, in Paris, much-anticipated international tax reform proposals by the Organisation for Economic Cooperation and Development (OECD) targeting tax avoidance by multinationals will be published.
In tax avoidance jargon, claiming a tax deduction twice on the same payment is called “double dipping”.",https://www.theguardian.com/business/2015/oct/04/how-astrazeneca-avoids-paying-uk-corporation-tax
Thousands of Woolworths staff face sack in Christmas week,"Thousands of Woolworths staff are likely to lose their jobs in Christmas week if the accountants now running the store chain cannot find a buyer for the business within the next four weeks.
But there is no promise of jobs for the 25,000 shop staff after that date.
Staff at Woolworths' headquarters in central London are likely to be the first to go, possibly in the coming days.
The official end for Woolworths came as two other leading high street operators underlined the parlous state of retailing.
About 100 Deloitte staff are running Woolworths and have drafted in distressed company specialist Hilco, which until two days ago was trying to buy the stores group.",https://www.theguardian.com/business/2008/nov/28/woolworths-retail-redundancy-administration-christmas
"BAE Systems to cut nearly 2,000 UK jobs  ","Britain’s biggest defence contractor, BAE Systems, is to cut nearly 2,000 jobs in a significant blow to the UK’s manufacturing sector and the government’s industrial strategy.
There are to be a further 30 job losses at other UK locations.
It had called on the UK government to save jobs prior to BAE’s announcement.
Last month Qatar signed a letter of intent to buy 24 Typhoons and six Hawk aircraft from BAE.
BAE said: “Negotiations are progressing to agree a contract with the government of Qatar, which, if secured, would sustain Typhoon production jobs and manufacturing well into the next decade.",https://www.theguardian.com/business/2017/oct/10/bae-systems-job-cuts-eurofighter-typhoon-orders
Unilever vows to invest €1bn in green projects ,"Unilever has pledged to invest €1bn (£900m) over the next decade in environmental projects that will improve the “health of the planet”.
Alan Jope, Unilever’s chief executive, said that while the world was rightly focused on the devastating coronavirus outbreak and serious issues of inequality raised by the Black Lives Matter protests, the climate emergency should not be overlooked.
“We can’t let ourselves forget that the climate crisis is still a threat to all of us,” he said.
Sign up to the daily Business Today email or follow Guardian Business on Twitter at @BusinessDeskUnilever said its €1bn “Climate & Nature Fund” would be used to fund projects ranging from landscape restoration and carbon capture to wildlife protection and water preservation.
Jope has warned that the company would sell off brands that could not meet its own sustainability targets.",https://www.theguardian.com/business/2020/jun/15/unilever-vows-to-invest-1bn-in-green-projects
BlackRock to advise EU on environmental rules for banks ,"BlackRock, one of the world’s largest investors in banks and fossil fuel companies, has been hired by the EU to work on potential new environmental rules for banks.
BlackRock is the world’s largest investment manager, with $7.43tn (£5.97tn) in assets under management on 31 December, before the coronavirus pandemic caused a global market rout.
BlackRock is a top-three investor in all eight of the world’s largest oil companies, and a top-10 investor in the 12 most systemically important banks in the world.
On top of being the world’s largest investor in fossil fuels, they are also among the leading global financiers of the weapons industry.
A European commission spokesman said contract was awarded “in full and strict compliance with the applicable EU procurement rules, including those on the eligibility of tenderers and the prevention of any potential conflict of interest”.",https://www.theguardian.com/business/2020/apr/12/blackrock-eu-environmental-rules-for-banks
Unilever to close 160-year-old Colman's Mustard factory in Norwich ,,
Why have hedgehogs declined? You asked Google – here’s the answer | Hugh Warwick ,"It is not just Google that gets asked why hedgehogs have declined.
Perhaps this was a nostalgic thing – harking back to a time when food tasted nicer, teenagers were politer, and there were more hedgehogs.
Keeping hedgehogs off roads is never going to be easy, better that motorists drive at night with a little more care for wildlife.
Our rural hedgehogs have been suffering an even more dramatic population decline and here the reasons become a little contentious.
Badgers and hedgehogs have coexisted in this country since at least the retreat of the last ice sheet some 10,000 years ago.",https://www.theguardian.com/commentisfree/2016/sep/14/why-have-hedgehogs-declined-google
"Lloyds Banking Group to cut 1,755 jobs and close 39 branches ","Lloyds Banking Group is cutting 1,755 jobs and closing 29 branches as part of a plan by its chief executive, António Horta-Osório, to cut costs as he prepares the bank for privatisation.
The bank said it would add 170 new jobs in retail and commercial banking and in its legal team, taking the net figure for job losses to about 1,585.
According to officials at the Accord union, which has 23,000 members, about 60% of those cuts have now been announced.
Lloyds, which operates under a number of brands, will close 19 Lloyds, seven Bank of Scotland and three Halifax branches in June.
Compulsory redundancies will always be a last resort.”Lloyds cut 45,000 jobs after it bought HBOS in a rescue deal during the financial crisis in 2008.",https://www.theguardian.com/business/2016/feb/03/lloyds-announces-job-cuts-branch-closures
"Pfizer to close factory with loss of 2,400 jobs as manufacturing soars","The factory in Sandwich, which developed the impotence drug Viagra, will close with the loss of 2,400 jobs, leaving an area of deprivation on the Kent coast with few remaining private sector jobs.
It is a purpose-built research and development facility with impressive buildings, superb surrounding infrastructure and close proximity to Europe,"" she said.
Pfizer has been on the site since the early 1950s but closed its manufacturing operations there in 2007.
Cable will establish a local taskforce with Kent county council to work with Pfizer and the new local enterprise partnership.
He said ""every possible effort"" would be made to mitigate the impact of Pfizer's decision on local jobs and communities.",https://www.theguardian.com/business/2011/feb/01/pfizer-to-close-viagra-facility
"WPP boss Sir Martin Sorrell paid £43m, making him Britain’s best-paid CEO ","WPP’s chief executive Sir Martin Sorrell was paid almost £43m last year, making him by far the best paid boss of a British public company.
Including pension payments and other items, Sorrell received a total of £42.98m, WPP’s annual report shows.
Sorrell earned more than eight times the £5.04m average pay for a FTSE 100 boss, according to High Pay Centre.
WPP has continued to suffer shareholder rebellions over Sorrell’s pay since the company scrapped the contentious LTIP, which has two years to run.
It’s an extraordinary amount of money.”In the annual report, Sir John Hood, who took over as chairman of WPP’s pay committee last July, defended Sorrell’s pay.",https://www.theguardian.com/media/2015/apr/30/wpp-boss-martin-sorrell-paid-43m-last-year-britains-best-paid-ceo
The racist hijacking of Microsoft’s chatbot shows how the internet teems with hate ,"It took just two tweets for an internet troll going by the name of Ryan Poole to get Tay to become antisemitic.
Tay was a “chatbot” set up by Microsoft on 23 March, a computer-generated personality to simulate the online ramblings of a teenage girl.
I don’t really know but it seems likely.” Shortly thereafter Tay tweeted “Jews did 9/11” and called for a race war.
Coming at a time of concern about the revival of antisemitism, Tay’s outpourings illustrate the wider problem it is feeding off.
Beneath that is a thick seam of the kind of material all genocides feed off: conspiracy theories and illogic.",https://www.theguardian.com/world/2016/mar/29/microsoft-tay-tweets-antisemitic-racism
Hinkley Point C nuclear project in crisis as EDF finance director 'resigns' ,"The £18bn Hinkley Point C nuclear project was in crisis on Sunday night after reports that the finance director of EDF, the company behind the scheme, had resigned.
But EDF has been hit by a series of problems that have led many – even in the City of London – to conclude that the new nuclear plant project is on the verge of collapse.
Union members on the EDF board are also implacably opposed to Hinkley Point, saying it is too expensive and a risk to the energy company’s future.
The French government has also put pressure on EDF to take over Areva, a cash-strapped state-owned French nuclear engineering company.
Lévy said last month he expected the company would take a final investment decision on Hinkley Point nuclear plant “this year”, after having said several times in recent months that the decision would be taken “soon”.",https://www.theguardian.com/environment/2016/mar/07/hinkley-point-c-nuclear-project-in-crisis-as-edf-finance-director-resigns
Barclays denies Enron fraud,"The UK offices of Arthur Andersen and Barclays Bank were yesterday named in a $30bn (£21bn) class action lawsuit, which alleges corruption and fraud among banks, law firms and accountants that dealt with bankrupt US energy firm Enron.
Mr Lerach highlighted the role of Barclays which made loans to the offshore Enron venture Chewco in 1997.
Barclays loaned $11.4m to two investors in Chewco to give the appearance of outside investment, but Enron secretly deposited $6.6m with Barclays, the suit claims.
They add that there was no structuring of deals or personal investment by Barclays executives.
As a result, it claims, Enron executives were able to deceive investors by moving billions of dollars of debt off its balance sheet artificially to inflate the value of Enron stock.",https://www.theguardian.com/business/2002/apr/09/corporatefraud.enron
"More than 1,000 Barclays jobs hit by staff shake-up ","Barclays has announced a major staff shake-up affecting more than 1,000 workers including the closure of a site in Leeds.
Plans to permanently shut the Leeds site by the end of the year will affect 800 staff, 200 of whom will be cut outright.
Barclays is offering another 100 of the affected workers in Leeds the option to work from home or at other Barclays locations in the area.
Dominic Hook, a national officer for Unite the union, said: “The sheer scale of the job cuts announced today by Barclays is alarming.
The decision to close the major Barclays site in Leeds will be devastating for the workforce and the local community.",https://www.theguardian.com/business/2020/mar/04/more-than-1000-barclays-jobs-hit-by-staff-shake-up
Google's Eric Schmidt believes one company is an island,"Think of it as the most glamorous camping imaginable, Google's little island in the UK.
For that, we looked to Eric Schmidt, formerly the company's chief executive but now its executive chairman – in effect, its roving representative on earth.
How much money does Google ship to Bermuda under its complex tax system?
How should international tax law be reformed?
Getting direct answers out of Schmidt would tax a saint – at a low rate, of course.",https://www.theguardian.com/technology/2013/may/22/google-capitalist-island-eric-schmidt
Unilever scraps plan to move HQ from London to Rotterdam ,"Unilever has abandoned a controversial plan to move its headquarters from London to Rotterdam in the face of an unprecedented rebellion from its British shareholders.
Unilever went to great lengths to sell the plan, holding more than 200 meetings with investors and taking out full-page adverts in the press.
Unilever has consistently insisted the move to Rotterdam was “nothing to do with Brexit”.
Unilever needed a 75% majority of the UK votes cast at this month’s poll but also a simple majority among all UK shareholders by number.
“Unilever has a long and proud history in the UK and I welcome this decision by Unilever’s board, having listened to its shareholders.",https://www.theguardian.com/business/2018/oct/05/unilever-scraps-plan-move-london-rotterdam-uk-netherlands
"Carphone's closure of Best Buy threatens 1,000 jobs","More than 1,000 jobs could be on the line by Christmas as Carphone Warehouse is expected to announce the closure of 11 electrical discount stores that trade under the Best Buy label.
Carphone originally intended to open up to 200 big box stores in Europe by 2013 but this was reduced to 100 in June.
The closure of the stores will not mean an end to the Best Buy Europe joint venture as it will continue to concentrate on selling electrical goods through revamped Carphone Warehouse stores.
Best Buy US invested £1.1bn in Carphone during 2008 as the first step to a European rollout.
Best Buy currently has big box stores in locations as far afield as Aintree, Bristol and Rotherham.",https://www.theguardian.com/business/2011/nov/06/carphone-warehouse-job-losses
Don’t fob us off with this pitiful Google tax gesture,"But those UK sales were accounted for in Ireland, where they declared profits of more than $9bn.
In 2014, UK sales declared in Ireland netted Google some $6.4bn.
In November 2012, a confident and somewhat arrogant Matt Brittin, the European head of Google, told parliament that the company had deliberately designed its financial structures to avoid tax.
It is hard to believe that £13m tax payment on $6.4bn turnover is an adequate tax bill.
Every week, someone rings me about yet another large corporation using artificial structures designed to avoid tax.",https://www.theguardian.com/commentisfree/2016/jan/23/google-paying-back-tax-only-a-beginning
Activists occupy British Museum over BP sponsorship ,"Activists have occupied part of the British Museum, as part of a day of demonstrations against sponsorship of Britain’s cultural institutions by BP.
BP has been criticised over its sponsorship of many of Britain’s most prominent cultural establishments, including the British Museum and Tate Modern, where a demonstration was also held earlier on Sunday.
“They get to purchase a social licence to operate, which is incredibly important for a company like BP,” said Danny Chivers of the protest group BP or not BP.
Earlier in the day, Liberate Tate held a performance at the Tate Modern.
Spokesmen for both the British Museum and BP did not respond to requests for comment.",https://www.theguardian.com/business/2015/sep/13/activists-occupy-british-museum-over-bp-sponsorship
Tesco's collegiate approach to pay is actually cosmetic,"How nice, Tesco's executive directors have come over all ""collegiate"".
It's Team Tesco from now on.
This happy picture of comradely unity is spoiled only by the fact that Tesco's motives may not be entirely straightforward.
The supermarket group seems primarily concerned with avoiding a repeat of last year's embarrassing annual meeting when a third of votes were cast against the pay report.
At the time of the launch of Fresh & Easy, it argued that bigger and better incentive arrangements were required for the top operatives selected for the US mission.",https://www.theguardian.com/business/2011/may/31/tesco-collegiate-approach-to-pay
Facebook advertises for 'fake news' fact checkers ,"Facebook has advertised for “news credibility specialists” to fact-check content that appears on its site, after accusations of bias and the ongoing controversy over fake news.
The adverts said Facebook was looking to hire “individuals with a passion for journalism, who believe in Facebook’s mission of making the world more connected”.
“You’ll be conducting investigations against predefined policies.”After initial media reports about the adverts, Facebook took them down briefly before reposting them with minor tweaks.
iThe job adverts take Facebook’s attempts to manage news on its platform full circle.
A Facebook spokesperson told the Guardian: “We’re working on how we more effectively identify and differentiate news and news sources across our platform.",https://www.theguardian.com/technology/2018/jun/08/facebook-advertises-for-fake-news-fact-checkers
