Date,headline,text
2022-06-02,Bad Market Data Add to Canada's Greenwashing Risks,"The poor quality of sustainability-related data is making it harder for market experts in Canada to establish the real effect of investments labeled as green, according to a survey by the Institute for Sustainable Finance. Only 6% of respondents, which included asset managers, researchers and lenders, were “very satisfied” with the availability of sustainability-related data that can be accessed via public and commercial sourcesThe survey of 84 professionals from public and private sector institutions such as the nation’s largest banks found that 45% reported being “somewhat satisfied,” 44% “not very satisfied” and 5% “totally dissatisfied”For example, the lack of consistent data collection for greenhouse-gas emission metrics presents obstacles to properly assess companies’ progress, some of which have pledged to reach carbon neutrality“Missing values and incomplete information” are among the top issues, ISF researchers Ryan Riordan and Will Hamilton wrote in the report. “Investors seeking to make retirement investment decisions are unable to evaluate the financial impact that a changing climate could have on their portfolio”"
2022-06-01,Equity Funds Suffer Worst Monthly Outflows on Record,"After more than three years of inflows, investors pulled about a net $2 billion from US equity exchange-traded funds with higher ESG standards in May, the biggest monthly cash redemptions on record. “There’s no way to know for certain why the outflows were so extreme,” said  Intelligence analyst James Seyffart, who noted the funds started from a high-asset base after years of inflows. “But also ESG ETFs may be finding that people care a lot more about them in bull markets”By contrast, about $75 million was invested in fixed-income ESG funds last month, with three iShares products  ESG Aware USD Corporate Bond ETF (ticker SUSC), ESG Aware US Aggregate Bond ETF (EAGG) and USD Green Bond ETF (BGRN)  responsible for the bulk of the flowsGreen bond sales jumped globally to a six-month high in May as borrowers capitalized on windows of opportunity to get deals done in size"
2022-05-31,China Unveils Reporting Program to Catch Global Peers,"A new set of voluntary guidelines for Chinese companies to report ESG metrics take effect Wednesday, offering a glimpse of what mandatory disclosures might eventually look like in the country. Developed by China’s biggest companies and government-backed think tanks, the standards list more than 100 metrics that generally align with the global benchmark of draft rules issued by the International Sustainability Standards BoardThe differences are they’re more simplistic and add “Chinese characteristics” that measure things like corporate charityThe guidance “encourages companies to consider their responsibility as a corporate citizen” rather than looking at ESG from a pure “compliance or risk management perspective,” said Jingwei Jia, an ESG analyst at Fitch Ratings. “It’s a more comprehensive and holistic view of ESG.”"
2022-05-30,Suspended HSBC Banker Draws Ire From Academics,"After drawing both cheers and rebukes from within the finance industry, HSBC Asset Management’s suspended head of responsible investing has now caught the attention of academia. A presentation delivered by Stuart Kirk earlier this month offered “spurious correlations,” as well as “weak methods” and an “even weaker” grasp of financial theory, according to Noel Amenc, a PhD and associate professor at EDHEC Business School, and Frederik Blanc-Brude, a PhD and director at EDHEC Infrastructure InstituteIn an open letter dated May 26 and addressed to Kirk, the two picked apart a now infamous series of remarks he made at a Financial Times event on May 19. Their concern, they wrote, was that Kirk represents a new kind of “interlocutor,” namely someone who clearly believes in climate change but does “not care.” Their goal, they said, is to ensure a “minimum amount of theoretical and empirical consistency” in the ongoing debate around sustainable investingThe chief sustainability officer of HSBC Holdings Plc, Celine Herweijer, is among executives at the bank to have publicly disavowed Kirk’s comments. While at Davos, she touted HSBC’s climate strategy and cited “massive” investing opportunities"
2022-05-29,Goldman Say Bull Market in Battery Metals Is Over,"Goldman Sachs analysts said the price of three key battery metals  cobalt, lithium and nickel  will drop over the next two years after investors wanting exposure to the green-energy transition piled in too quickly. “Investors are fully aware that battery metals will play a crucial role in the 21st century global economy,” Goldman analysts, including Nicholas Snowdon and Aditi Rai, wrote in a research note. “Yet despite this exponential demand profile, we see the battery metals bull market as over for now”Long-term prospects for the metals remain strong, not least because of the rapid adoption of electric vehicles, according to Goldman. But investor exuberance has led to an oversupply."
2022-05-26,McDonald’s Shareholders Call for Civil-Rights Audit,"McDonald’s Corp. investors voted in favor of a proposal calling for an independent civil-rights audit, going against the company’s recommendation, preliminary vote totals show. The fast-food chain joins the ranks of other large companies facing a wave of shareholder scrutiny regarding their ESG stancesThe civil-rights audit was the only shareholder proposal to gain the backing of a majority of votes cast at McDonald’s annual meeting. Votes that failed included a request for a report on lobbying activities and spendingThe vote was close and one of several contentious issues on the ballot at the virtual meeting, with 52% of votes cast in favor of the proposal, 47% against and the remainder abstaining. McDonald’s didn’t allow media to listen to the meetingWhile the vote is nonbinding, failing to follow through wouldn’t look good, said Nell Minow, who advises companies about corporate governance as vice chair of ValueEdge AdvisorsBlackRock, the second-biggest shareholder of McDonald’s, voted against the proposal even though it’s undergoing its own racial-equity audit"
2022-05-25,SEC Plans to Crack Down on Misleading Fund Claims,"The US Securities and Exchange Commission is taking its biggest step yet to stop money managers from misleading investors when they claim their funds are focused on the environment, society and propoer corporage goverhance. The agency has proposed a slate of new restrictions aimed at ensuring ESG funds accurately describe their investmentsConcerns have been mounting about a lack of consistent standards for investments with the ESG label slapped on everything from exchange-traded funds to complex derivatives“It’s important that investors have consistent and comparable disclosures about asset managers’ ESG strategies so they can understand what data underlies funds’ claims and choose the right investments for them,” SEC Chair Gary Gensler said in a statement"
2022-05-24,SMBC Nikko Loses Clients on Market Manipulation Case,"SMBC Nikko Securities’s scandal over alleged stock market manipulation has hurt its corporate bond underwriting business just as issuers and investors increasingly adopt ESG targets for their business strategies. The securities arm of Sumitomo Mitsui Financial Group was involved in underwriting 273.2 billion yen ($2.1 billion) of domestic bond deals this year through May 23, down 60% from the same year-earlier periodThe drop is the largest of Japan’s five major brokerage firms, data compiled by  showTokyo prosecutors charged SMBC Nikko and six individuals over alleged attempts to underpin share prices in trades known as block offersA company spokeswoman said the incident has had an impact on the bond business, adding “we sincerely apologize for causing our customers and others trouble”"
2022-05-23,How Investible Is China and What Does That Even Mean,"For more than a year, President Xi Jinping inveighed against the “disorderly expansion of capital” as he launched punishing regulatory and antitrust campaigns against the private sector, from Big Tech to after-school tutoring.  That’s made life more difficult for investors, who since the global financial crisis had benefited greatly from an economic boom in the world’s second-largest economyThose who rode the bull market are now saddled with losses as erratic government policies  and murky information flow  turned China’s financial markets into the most turbulent globallySome investors, including those focused on ESG, gave up and called parts of China “uninvestable.” The question now is whether this year’s apparent shift in rhetoric will convince them that it’s safe to come backRead more: Global Investors Flee China Fearing That Risks Eclipse Rewards"
2022-05-22,Tech-Bottom Signals Have Yet to Scream ‘Buy Now’,"Calling the bottom in the tech-sector meltdown isn’t easy, even after a $5.5 trillion wipe-out, yet there are some signals giving investors hope. Tech stocks have been hammered this year as rising interest rates, slowing economic growth and soaring inflation form a perfect storm of negative catalystsThat’s hurt everyone from ESG fund buyers to retail investors who’ve loaded up on Cathie Wood’s Ark Investment ETFs to deep-pocketed asset managers who’ve invested in Apple Inc.Read more: Too Much Tech Means Miserable Start to 2022 for Many ESG Funds  and Biggest Actively Run Funds Badly Trail S&P 500 The price charts paint a dire picture: The tech-heavy Nasdaq 100 Index just capped its seventh straight week of declines, the longest such streak since 2011, and has shed nearly 30% from its peak last yearThe U.S. trillion-dollar quartet of Apple, Microsoft, Amazon.com and Alphabet Inc. has led the charge lower in the latest leg of this selloff"
2022-05-19,Tesla Creates Awkward Questions After S&P Ejection,"Tesla’s removal this week from an industry benchmark index is raising new questions about what ESG actually means to investors. The strategy, widely seen as favoring industries ostensibly interested in sustainability (of the ESG sort), started about two decades ago as a way to protect investors from risks tied to things like global warming, labor violations and discriminationSince then, it’s morphed into a $35 trillion industry that’s allowed millions of investors to feel as though they’re “doing good.” And now, after the Tesla decision, people are confused about what ESG is really supposed to achieve“The market continues to conflate ESG with sustainability, and you’re certainly seeing that play out here,” said Rob Du Boff, senior ESG analyst at  Intelligence. “Our ETF team likes to note Tesla is the ultimate Rorschach test for ESG investors”"
2022-05-18,Tesla’s Removal From S&P Index Deepens Analyst Debate,"Even after Tesla lost its spot on the ESG version of the S&P 500 Index, the automaker’s ESG status remains among the most debated for any stock, with many ESG funds still holding it. Eight of the 15 largest US funds that include ESG in their portfolio filters have significant positions in Tesla, according to  Intelligence analysts Shaheen Contractor and Eric BalchunasThough Tesla might fit an environmental focus or impact theme, the company’s social and governance issues make its inclusion in ESG funds debatable and Tesla’s removal from the S&P 500 ESG Index perhaps overdue, the analysts said in a posting entitled “Is Tesla ESG?”Tesla shares dropped 7.1% Wednesday, almost twice as much as the S&P 500Read more: ESG Investing Is Mostly About Sustaining Corporations (Repeat)"
2022-05-18,"EU Targets Clean Power, LNG to Cut Russia Dependence","The European Union is set to unveil a raft of measures ranging from boosting renewables and LNG imports to lowering energy demand in its quest to cut dependence on Russian supplies. The 195 billion-euro ($205 billion) plan due Wednesday will center on cutting red tape for wind and solar farms, paving the way for renewables to make up an increased target of 45% of its energy needs by 2030, according to draft documents seen by  that are still subject to changeIt is set to also agree union-wide emergency rules in the event of a wide supply disruptionThe plan will give details about the EU’s attempt to reduce purchases of Russian gas by two-thirds this year. It, however, remains a mammoth challenge as the country accounted for about 40% of the bloc’s gas demand and finding replacements won’t be easyThe region has also been trying boost clean power, and some in the EU argue that the risk of a cutoff by Moscow should speed up the pivot."
2022-05-17,Fink Sees High Energy Prices Buoying Clean Transition,"BlackRock CEO Larry Fink expects higher oil prices to accelerate the switch to cleaner fuels and reduce the “green premium” paid for alternative energy. “It’s going to shift consumer preferences for carbon-based cars to electric cars,” Fink said during a climate conference sponsored by MSCIFink said the energy transition may take 20 to 30 years without the emergence of a “metamorphic technology.” He added that there are “seismic” opportunities in the shift to cleaner fuels and that BlackRock was investing in new energy technologiesHe said he met last week with energy executives in Texas who acknowledged that climate change is a “severe issue” and that environmental risks are an investment risk"
2022-05-16,McDonald’s Decides to Close Up Shop in Russia,"McDonald’s said it will pull out of Russia after more than 30 years of operation in the country, stepping up the corporate response to the invasion of Ukraine. The departure carries huge symbolic as well as economic weight because the fast-food chain was one of the first Western brands to set up shop in Russia when it opened a branch in Moscow’s Pushkin Square in 1990, just before the fall of the Soviet Union. A reported 30,000 people lined up at the restaurant on its opening day“McDonald’s and Russia have become so intertwined that it seems impossible to imagine one without the other,” CEO Chris Kempczinski wrote in a note to employees. “And yet, unfortunately, that’s where we are today”McDonald’s has initiated a sale process after temporarily closing its restaurants. It expects to take a write-off of $1.2 billion to $1.4 billion as a result of the decision"
2022-05-15,UK Asset Managers Jump Into Biodiversity Market,"Some of the UK’s biggest money managers are launching new funds and investment products aimed at generating profits from a long-overlooked corner of green finance: biodiversity. Aviva opened a natural-capital equity fund to invest in the likes of plant-based protein company Beyond MeatJupiter Asset Management added to its series of so-called ecology fundsSchroders and a joint venture between HSBC and Pollination are backing carbon-offset projects that offer biodiversity perks, while Gresham House is creating new so-called biodiversity net-gain creditsThe decline in biodiversity poses a growing long-term risk, not only to the planet, but also to the investment industry’s future returnsThe World Economic Forum estimates that roughly half of global GDP, or about $44 trillion of economic value, depends on the natural world in some way, meaning its destruction represents an enormous financial loss"
2022-05-11,Moderna’s CFO Stays in His Job for Just One Day,"Moderna CFO Jorge Gomez left the Covid-19 vaccine maker after just one day in the role, following an internal investigation at his former employer. Gomez’s departure follows Dentsply Sirona’s disclosure of an internal investigation of financial reporting matters, Moderna said. Gomez was Dentsply Sirona’s CFO for almost three yearsModerna’s recently retired finance chief, David Meline, will serve in the role while the company searches for a new CFOWhen Moderna hired Gomez in April to succeed Meline, 64, CEO Stephane Bancel cited his passion for sustainability that aligned with the company’s vision of corporate responsibility as a key part of its missionGomez, 54, will receive 12 months of salary totaling $700,000 as severance pay, and will forfeit his signing bonus, bonus eligibility and eligibility for new hire equity awards, Moderna said in a securities filing"
2022-05-10,Elliott Gets Push Back With Suncor Talks Looming,"Suncor Energy CEO Mark Little said the company’s board and executives will engage in talks with Elliott Investment even though he disagrees with one of the activist investor’s main recommendations. Suncor’s downstream business, which Elliott wants the company to consider selling, is “the best in North America” and should “stay together” with the company’s production assets, Little said on the first-quarter earnings callSuncor owns the Petro- Canada gas-station chain and operates refineries in three Canadian provinces as well as Colorado“The retail business is a very strong performer and can go head-to-head with other retail businesses,” Little said. “We think it’s key to maximizing the value across the integrated business chain”Elliott and Suncor are due to meet later this weekESG ETF Flow Diversity Growing, But Concentration Still a Risk"
2022-05-09,China’s Climate Funds Surpass U.S. With More Assets,"Chinese funds with a climate focus more than doubled their assets last year, passing the U.S. as the second-largest global market and bolstering Beijing’s push to meet its net-zero targets. China’s fund assets grew to $47 billion in 2021, up 149% from the previous year, sparked by record inflows and outperformance by the domestic clean-energy sector, according to data from research firm MorningstarIn the U.S., climate funds rose to $31 billion, while Europe, by far the biggest market, almost doubled to $325 billion“In the West, climate protection awareness is probably a main factor driving the growth,” said Morningstar analyst Boya Wang. “In China, it’s largely driven by policy. After the government officially approved carbon neutrality and net-zero targets in 2021, we saw a mushrooming of all these new climate funds”Globally, a net $265 million was pulled from ESG-labeled exchange-traded funds last week, the first outflow since June 2020,  data show"
2022-05-08,Tesla Says Rating Metrics Are ‘Fundamentally Flawed’,"Tesla, whose CEO Elon Musk has criticized ESG for making little sense, said current ways of measuring environmental, social and governance issues are “fundamentally flawed.” In a 144-page annual report, the electric vehicle-maker said ESG ratings are based on how corporate profits are affected by ESG- related factors, rather than gauging a company’s real-world impact on society and the environment. The ratings are used by money managers to help decide where to investIn effect, individual investors who park their money in ESG funds managed by large asset managers are unaware that their capital is being used to buy shares of companies that are exacerbating the effects of climate change, rather than mitigating it, Tesla said	Separately, the company confirmed a deal to buy nickel from Vale among other metal-supply contracts"
2022-05-05,Global Sustainable Debt Sales Fall to Eight-Month Low,"Global sustainable debt sales fell to an eight-month low in April as borrowers in the U.S. and Europe postponed deals amid worries about rising rates, the economy and geopolitics. Sales of green, social, sustainability, sustainability-linked bonds, loans and munis fell to about $70 billion in April, data compiled by  show. That’s the lowest since August 2021, when companies and governments issued about $67 billion of ESG debtWeeks of volatility in global markets have deterred issuers of both sustainable and non-ESG debtThe Federal Reserve’s hawkish pivot stymied high-grade corporate bond sales in the U.S., while Europe’s worst geopolitical crisis in decades froze that region’s junk market for the longest in more than 10 yearsRead more: Sustainable Debt Sales Plummet 40%"
2022-05-04,Activists Emerge as Path to Protect Abortion Rights,"Companies stand to face increasing pressure from shareholders to protect abortion access for workers as new state laws  and a looming Supreme Court decision  threaten reproductive rights. Walmart, Lowe’s and TJX will face votes on proxy proposals in the coming weeks aimed at shaping internal policies related to abortion access“We’ve seen this trend beginning to some extent in prior years,” said Carolyn Frantz, co-head of the public companies and ESG practice at Orrick Herrington & Sutcliffe. “Now, there are a series of proposals asking companies to more directly discuss the availability of reproductive rights to their workforce”A recent U.S. SEC policy change allowing shareholders to more easily force a vote on social issues is coinciding with tightened abortion restrictions in some statesUPCOMING EVENT For details of  Intelligence’s ESG Investment Forum scheduled for Thursday, click here"
2022-05-03,Activist Investors Are Circling Hasbro,"At Hasbro, shareholder resistance is growing. In February, Hasbro was approached by Alta Fox Capital Management about spinning off its popular Wizards of the Coast divisionNow, Ancora Holdings is pushing for Hasbro to sell its Entertainment One film and TV studioAncora also said it supports the three directors nominated by Alta Fox to create a “properly refreshed board” and agrees that spinning off the Wizards unit is the right thing to doOfficials from Hasbro weren’t immediately available for comment. The company’s annual shareholders’ meeting is scheduled for June 8UPCOMING EVENT For details of  Intelligence’s ESG Investment Forum scheduled for Thursday, click here"
2022-05-02,JPMorgan Is Top Banker of Green Debt and Fossil Fuels,"JPMorgan Chase ranks this year as the top arranger of green bond sales, and also as the leading financier for fossil-fuel companies. JPMorgan helped provide almost $7 billion of green financing this year and an equivalent amount for oil, gas and coal companies during the first four months of 2022, according to data compiled by Bank of America was second in both categoriesBNP Paribas placed among the most environmentally friendly lenders, having helped underwrite about $6.2 billion of green bonds and loans so far this year, compared with about $3.5 billion of fossil-fuel debt"
2022-05-01,HSBC’s Biggest Investor Backs Efforts to Split Bank,"HSBC Holdings’s largest active investor would support a breakup of the lender based on its view that a separate Asia-listed business would create shareholder value. Ping An Insurance has held discussions with the bank about spinning off HSBC’s Asian operations and listing them separately in Hong Kong. The company believes such a proposal would win broad investor supportChina’s largest insurer owned 8% of London-based HSBC at the end of 2021, according to the bank’s annual reportAlmost 65% of HSBC’s profit before taxes comes from Asia, compared with 20% from EuropeSeperately, HSBC faces a warning from the U.K.’s advertising watchdog over greenwashing, the Financial Times reported."
2022-04-28,SEC Sues Vale on Claims Tied to Fatal Dam Collapse,"U.S. securities regulators sued Vale, one of the world’s largest iron ore miners, for allegedly making false claims about safety before the January 2019 collapse of its Brumadinho dam that killed 270 people.  Starting in 2016, Brazil’s Vale misled investors, local governments and communities through its ESG disclosures, the U.S. SEC saidVale, which trades on the New York Stock Exchange and in Sao Paulo, falsely told investors that the company adhered to the “strictest international practices” despite knowing that the Brumadinho dam didn’t meet international standards, the regulator said“While allegedly concealing the environmental and economic risks posed by its dam, Vale misled investors and raised more than $1 billion in our debt markets while its securities actively traded on the NYSE,” said Melissa Hodgman, associate director of the SEC’s enforcement division"
2022-04-27,Banks Slammed for Marxist Agendas at Annual Meetings,"Giant U.S. banks have come to expect activists at their annual shareholder meetings, usually decrying the lenders as capitalist powerhouses behind fossil fuels, gunmakers and societal inequities. But this year, they’re being pummeled for “woke,” Marxist agendas and pledges to diversify their ranksAs three of the nation’s largest banks kicked off the U.S. financial industry’s annual gatherings, conservative speakers showed up with questions, proposals and ultimatumsAt Citigroup and Bank of America, the activists argued that vows to improve diversity or pay more equitably may hurt groups of people who aren’t underrepresentedAt Wells Fargo, an activist chided the bank for donating to groups fighting climate change, “which is just Marxism dressed up as environmentalism.” He also warned it not to follow Walt Disney in the sort of “woke” LGBTQ advocacy that drew a backlash from “Make America Great Again” activists and Republican politicians in Florida"
2022-04-26,Muni Market Flourishes Despite Rebublican Resistance,"Senator Mitt Romney and other Utah politicians fear the ESG municipal bond market may open up a new front in the nation’s culture wars, and they want ESG considerations to disappear from the muni market. It looks like they’re out of luck. States and local governments sold a record $49 billion in bonds to address ESG factors in 2021, representing about 10.7% of total tax-free debt issuanceThat was a big jump from prior years  2020’s issuance was $28.6 billion  and this year might be another record-setter"
2022-04-25,Covid Pressures Put China Politburo on Notice to Act,"China’s leaders are under mounting pressure to throw the country’s Covid-stricken economy a lifeline as they gather for a critical meeting in the coming days. Several prominent policy advisers and Chinese economists have called on the government to take more decisive measures to prop up the economy, ranging from the relaxation of property and internet curbs to acting with more flexibility when it comes to Covid restrictions and lockdownsThe Communist Party’s Politburo, its top decision-making body, has an opportunity to signal changes during its April quarterly meeting to discuss economic issues"
2022-04-24,Schlumberger Makes Oil Sector's Most Bullish Forecast,"The global oil industry is on pace to repeat or even surpass the heady days of 2008 when crude ascended to dizzying heights and drilling profits soared, according to the world’s biggest oilfield contractor. In the sector’s most bullish forecast yet, Schlumberger said the widespread disarray set off by Russia’s invasion of Ukraine is creating growth opportunities last seen during the so-called supercycle of 14 years agoExploration companies are expanding the search for crude from onshore shale fields to the deep seas, spurred at least in part by a widespread aversion to Russia’s oil since it went to war in late February, CEO Olivier Le Peuch said Friday“The combination of these effects creates an exceptional sequence for our sector, likely resulting in a cycle of higher magnitude and duration than previously anticipated,” he said"
2022-04-21,Hedge Funds Get Short-Selling Thumbs Down From MSCI,"The hedge-fund industry’s claim that short-selling is an effective way to do environmental, social and governance investing is questionable on several levels, according to MSCI.  There’s no proof that shorting a company with poor ESG metrics will raise its cost of capital, said Rumi Mahmood, MSCI’s vice president of ESG and climate fund researchWhat’s more, shorting is counterintuitive as a tool for aligning investor interests with good corporate conduct and may lack the kind of transparency that’s generally sought after in ESG investing, he saidThe hedge fund industry has lashed out against regulators for not explicitly recognizing short-selling as a valid ESG investment strategy. The London-based Alternative Investment Management Association has said European regulators have “definitely not” placed adequate focus on ESG shorting"
2022-04-20,Musk’s Twitter Gambit Raises Prospect of White Knight,"Twitter, which is trying to defend itself against Elon Musk’s $43 billion takeover bid, has a poison pill in place, so the next obvious move on the hostile M&A to-do list is likely already being contemplated: a white knight.  White knights ride in as rival buyers to save companies pursued by unwelcome suitors, often sparking a bidding war that benefits the target’s shareholders no matter who winsWho might emerge? Amazon.Com, Elliott Investment Management and PayPal Holdings are longshot possibilities"
2022-04-19,Coal Tycoon Makes Billions in World Pushing for Green,"Before the pandemic began, Low Tuck Kwong tried  and failed  to sell a stake in his Indonesian mining company. Unable to find the right buyer, he decided to double down, adding shares instead of paring them.  The bet paid off: PT Bayan Resources’s stock has more than doubled since, making Low one of the industry’s wealthiest leadersHis stake, now at 61%, is worth $6.1 billion“It’s very simple: If I can’t sell part of my shares, I better buy more,” Low said in an interview from Jakarta in March, the month he added another 199 million shares"
2022-04-19,Disney Privileges May Be Erased by Florida Governor,"Florida Governor Ron DeSantis escalated a dispute with Walt Disney by asking the state’s legislature to eliminate special privileges that the company currently has in the Sunshine State. Disney has opposed DeSantis’s signing of a bill that limits instruction about gender identity and sexual orientation in kindergarten through third gradeThe legislature is “considering termination of all special districts that were enacted in Florida prior to 1968,” including the Reedy Creek Improvement District, which allows Disney to carry out certain municipal functions on its ownDisney’s disagreement with DeSantis is threatening the company’s ability to borrow in the $4 trillion state and local debt market"
2022-04-17,"Global Investors Flee China, Partly on Ties to Russia","A growing list of risks is turning China into a potential quagmire for global investors. The central question is what could happen in a country willing to go to great lengths to achieve its leader’s goalsPresident Xi Jinping’s friendship with Russian leader Vladimir Putin has made investors more distrustful of China, while a strongman narrative is gaining momentum as the Communist Party doggedly pursues a Covid-Zero strategy and unpredictable campaigns to regulate entire industriesAs a result, some international investors are finding an aggressive allocation to China increasingly unpalatable. Outflows from the country’s stocks, bonds and mutual funds accelerated after Russia’s invasion of Ukraine, while Norway’s $1.3 trillion sovereign wealth fund has snubbed a Chinese sportswear giant due to concerns about human-rights abusesU.S. dollar private-equity funds that invest in China raised just $1.4 billion in the first quarter  the lowest figure since 2018 for the same period"
2022-04-13,China’s Banks Ramp Up Financing for Coal Projects,"As the planet lurches toward catastrophic levels of warming, China’s biggest banks have been ratcheting up their financing of the dirtiest fossil fuel of all: coal. Chinese lenders have helped coal companies raise about $10 billion selling bonds so far this year, data compiled by  show. That’s more than double the $3.8 billion raised in the same period of 2021 and marks one of the busiest starts to a year since the Paris climate accord was struck in 2015While HSBC Holdings and other global banks have said they’ll no longer finance new coal plants, China continues to expand existing projects, part of a campaign to increase domestic supply and curb importsChina has about 260 gigawatts of coal power planned or under construction, more than the rest of the G-20 combined, according to NEF data"
2022-04-12,Yelp Joins Citi in Offering Abortion Travel Benefits,"In the wake of increasingly restrictive abortion laws sweeping the U.S., Yelp is the latest company to cover travel costs for employees who need to leave their home states to get reproductive care. Yelp has almost 4,000 workers in the U.S. and over 200 in Texas, where a bill has banned abortions after six weeksThe company will offer its benefit through the company’s insurance provider starting next month. It also will extend coverage to dependents“As a remote-first company with a distributed workforce, this new benefit allows our U.S. employees and their dependents to have equitable access to reproductive care, regardless of where they live,” said Miriam Warren, the company’s chief diversity officerWith the Supreme Court expected to rule on a case this year that could lead to further abortion restrictions in many states, large U.S. companies with workers based in those places, such as Citigroup, Apple and Levi Strauss have begun offering a travel benefit for getting reproductive health care out of state"
2022-04-11,Oil’s War-Driven Rally Is Close to Evaporating,"The rally in oil since Russia’s invasion of Ukraine in late February is about to evaporate. Futures of West Texas Intermediate crude and Brent are both on the cusp of giving back all of their war-driven gains, which saw prices rise to the highest level since 2008The retreat comes as the U.S. and its allies announced plans to unleash a wave of oil from strategic reserves and a debilitating surge of Covid-19 cases in China raises questions about demand from the world’s largest crude importer"
2022-04-10,"Goldman, Coca-Cola Face Backlash Over Pay Packages","Goldman Sachs and Coca-Cola will likely encounter shareholder pressure to scale back pay packages for top executives. Glass Lewis, a prominent adviser to shareholders, recommends Goldman investors vote against a pay package that puts CEO David Solomon and John Waldron, the bank’s president, in line for about $50 million in one-time bonusesThe concern focuses on whether the board’s rationale for extending the grants  guaranteeing leadership continuity and talent retention  warranted such large payoutsAs for Coca-Cola, Glass Lewis cited “serious concerns” about a $12 million consulting deal for its former general counsel"
2022-04-07,Exxon Mobil Prepares for Another Emissions Proxy Vote,"Exxon Mobil shareholders will vote on seven proposals at next month’s annual meeting that include a call for the company to reduce emissions, a year after activist Engine No. 1 shocked the oil giant by winning three board seats. The company’s board is advising investors to reject all seven resolutionsOne of them, submitted by Dutch environmental group Follow This, wants Exxon to reduce its emissions and sales of oil and natural gas in accordance with the Paris climate agreementA separate measure about low-carbon business planning also will be on the ballotExxon has said it will eliminate emissions from its own operations  though not its customers  by 2050Chevron also faces a series of shareholder votes on climate and emissions"
2022-04-06,Almost 20% of Companies Are Sticking With Russia,"Almost one in five companies plan to take no stand on Russia’s unprovoked invasion of Ukraine, slightly more than those who have publicized their position on the war, illustrating the reluctance of corporate leaders to speak out on hot-button issues. In a survey of 190 corporations by Gartner Inc., 17% said they don’t plan to speak out about the ongoing conflict, which is more than the 14% who said they’ve communicated their stance externallyJust over half of companies polled said they’ve shared their views on the matter internally, while others discussed their humanitarian efforts or ways that workers can access employee assistance programs"
2022-04-05,"‘Misallocated’ Capital Raises Climate Risks, UN Warns","The world’s leading climate finance experts and economists warn of a “persistent misallocation of global capital” as too much money continues to pour into fossil fuels and too little is channeled to clean energy.  In its latest assessment of global efforts to contain climate change, published Monday, the United Nations Intergovernmental Panel on Climate Change issued a stark alert that the world is on track to miss its target to limit global warmingFinance is both driving the problem and a “critical enabler” in the energy transition, the panel saidThe IPCC findings add more cause for alarm amid signs that the energy transition is backsliding, as some nations scramble for polluting alternatives to Russia’s gas in the wake of its invasion of UkraineFinancing for coal-related projects is running at a rate that’s more than double last year’s pace. The world already faced “large macroeconomic headwinds” hampering climate finance “even before COVID-19,” said the IPCC authors"
2022-04-05,Putin Prompts Pacifist Japan to Study Military Costs,"Ukraine is spurring even Japan to consider increasing its military spending. Polls show voters are worried that a failure to halt Russia may embolden China to take action against Taiwan, which Beijing sees as part of its territory, or to seize disputed East China Sea islands administered by JapanTokyo also has a simmering island spat with MoscowAlmost two-thirds of respondents to a survey conducted last weekend by the Yomiuri newspaper said they wanted to see Japan’s defenses strengthened. National security usually comes a distant second to the economy in voter priorities"
2022-04-03,"Surging Costs, High Prices Add to EV Makers’ Woes","China’s electric carmakers have a conundrum on their hands. Rising raw material costs have begun to squeeze margins, and many have raised prices in response. But tipping EVs into the too expensive basket for consumers risks undermining demand just as the government is seeking to spur adoption. That’s not a problem confined to China. Automakers the world over are experiencing the same pressuresWhat makes China unique is its commitment to simultaneously rolling back EV subsidies, setting up a delicate balance between growth and profit in the world’s biggest market for clean carsOne company after another hiked prices in March, from Tesla to BYD, Xpeng and Li AutoContemporary Amperex Technology, the world’s biggest EV battery maker, was transparent about its plans, saying that due to the price surge of upstream raw materials, it was making “dynamic adjustments to the prices of some of our battery products”"
2022-03-31,Global Industry Standards May Be Getting Closer,"The International Sustainability Standards Board published draft rules Thursday for companies’ climate and general sustainability reporting  in what would be the first mandatory global reporting rules. The climate standard is based on two sets of existing voluntary reporting rules: general narrative reporting requirements from the Task Force on Climate-related Financial Disclosures and detailed metrics for individual industrial sectors set by the Sustainability Accounting Standards BoardThe ISSB initiative is “a crucial advance towards a global, harmonized set of sustainability disclosures,” Ceres CEO Mindy Lubber said in a statement after the announcementAny comments about the plans are due by July 29, and the goal is to issue final standards by the end of 2022"
2022-03-30,U.S. Climate Policy Ranks Even Worse Than China,"U.S. climate policy placed lowest among G-7 countries, even below China, according to NEF. The Biden administration has lofty ambitions, with discussions of a net-zero target for 2050 and carbon-free electricity by 2035However, neither goal has been passed by Congress, and they also lack federal and state-level government support across the economyThe U.S. achieved a total score of 57% from BNEF for its federal and state-level policies to limit greenhouse-gas emissionsThis is a 1-percentage-point increase on the country’s 2021 score and significantly below the other G-7 major economies, which averaged 70%. China scored 59%"
